캠페인유형,캠페인,광고그룹,소재,평균노출순위,노출수,클릭수,클릭률(%),"평균클릭비용(VAT포함,원)","총비용(VAT포함,원)",전환수,전환율(%),전환매출액(원),전환당비용(원),광고수익률(%)
쇼핑검색,스토어팜,a,nad-a001-02-000000138286763,5.1,295,9.0,3.06,511.0,"4,598",0.0,0.0,0,0,0.0
쇼핑검색,스토어팜,a,nad-a001-02-000000138286764,4.6,323,3.0,0.93,565.0,"1,694",0.0,0.0,0,0,0.0
쇼핑검색,스토어팜,a,nad-a001-02-000000140009122,6.6,63,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0
쇼핑검색,스토어팜,a,nad-a001-02-000000147425350,12.7,26,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0
쇼핑검색,스토어팜,a,nad-a001-02-000000147425355,7.7,7,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0
쇼핑검색,스토어팜,a,nad-a001-02-000000147425356,12.6,11,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0
쇼핑검색,스토어팜,a,nad-a001-02-000000147425360,1.5,26,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0
쇼핑검색,스토어팜,a,nad-a001-02-000000147425362,12.0,9,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0
쇼핑검색,스토어팜,a,nad-a001-02-000000147425363,4.3,10,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0
쇼핑검색,스토어팜,a,nad-a001-02-000000147425365,3.3,3,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0
쇼핑검색,스토어팜,a,nad-a001-02-000000147425366,7.6,7,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0
쇼핑검색,스토어팜,z,nad-a001-02-000000138287049,4.0,1,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0
쇼핑검색,스토어팜,z,nad-a001-02-000000141207076,6.5,37,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0
쇼핑검색,스토어팜,z,nad-a001-02-000000141207077,4.7,184,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0
쇼핑검색,스토어팜,z,nad-a001-02-000000141207078,10.2,156,1.0,0.65,682.0,682,0.0,0.0,0,0,0.0
쇼핑검색,스토어팜,z,nad-a001-02-000000141207080,10.1,66,2.0,3.04,578.0,"1,155",1.0,50.0,"4,500","1,155",389.61
쇼핑검색,스토어팜,z,nad-a001-02-000000141207082,10.6,28,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0
쇼핑검색,스토어팜,z,nad-a001-02-000000141207083,10.5,208,3.0,1.45,785.0,"2,354",0.0,0.0,0,0,0.0
쇼핑검색,스토어팜,z,nad-a001-02-000000141207084,13.8,37,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0
쇼핑검색,스토어팜,w,nad-a001-02-000000138287071,5.6,"1,040",1.0,0.1,88.0,88,0.0,0.0,0,0,0.0
쇼핑검색,스토어팜,w,nad-a001-02-000000138287075,6.9,748,2.0,0.27,655.0,"1,309",0.0,0.0,0,0,0.0
쇼핑검색,스토어팜,w,nad-a001-02-000000141199728,3.6,"1,451",8.0,0.56,162.0,"1,298",0.0,0.0,0,0,0.0
쇼핑검색,스토어팜,v,nad-a001-02-000000141199733,7.1,144,1.0,0.7,495.0,495,0.0,0.0,0,0,0.0
쇼핑검색,스토어팜,v,nad-a001-02-000000141207097,13.7,3,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0
쇼핑검색,스토어팜,v,nad-a001-02-000000141207098,8.6,12,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0
쇼핑검색,스토어팜,v,nad-a001-02-000000141207099,10.8,4,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0
쇼핑검색,스토어팜,v,nad-a001-02-000000141207101(삭제),2.7,3,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0
쇼핑검색,스토어팜,v,nad-a001-02-000000141207103,11.8,4,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0
쇼핑검색,스토어팜,y,nad-a001-02-000000138287084,6.3,206,1.0,0.49,561.0,561,0.0,0.0,0,0,0.0
쇼핑검색,스토어팜,y,nad-a001-02-000000138287086,7.2,170,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0
쇼핑검색,스토어팜,y,nad-a001-02-000000138287087,2.0,15,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0
쇼핑검색,스토어팜,y,nad-a001-02-000000138287088,15.0,1,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0
쇼핑검색,스토어팜,y,nad-a001-02-000000141206885,14.0,1,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0
쇼핑검색,스토어팜,y,nad-a001-02-000000141206886,21.0,1,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0
쇼핑검색,스토어팜,y,nad-a001-02-000000141206887,19.0,1,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0
쇼핑검색,스토어팜,y,nad-a001-02-000000141206888,18.0,1,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0
쇼핑검색,스토어팜,y,nad-a001-02-000000141206895,17.0,1,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0
쇼핑검색,스토어팜,y,nad-a001-02-000000141206896,20.0,1,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0
쇼핑검색,스토어팜,원본,nad-a001-02-000000138104750,5.7,75,1.0,1.34,506.0,506,0.0,0.0,0,0,0.0
쇼핑검색,스토어팜,원본,nad-a001-02-000000138104752,9.6,48,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0
쇼핑검색,스토어팜,원본,nad-a001-02-000000138104753,8.3,95,5.0,5.27,631.0,"3,157",0.0,0.0,0,0,0.0
쇼핑검색,스토어팜,원본,nad-a001-02-000000138104755,6.8,57,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0
쇼핑검색,스토어팜,원본,nad-a001-02-000000138272061,6.8,54,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0
쇼핑검색,스토어팜,원본,nad-a001-02-000000138272062,9.2,9,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0
쇼핑검색,스토어팜,원본,nad-a001-02-000000138272063,6.9,13,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0
쇼핑검색,스토어팜,원본,nad-a001-02-000000138272067,7.0,2,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0
쇼핑검색,스토어팜,원본,nad-a001-02-000000138272068,6.7,44,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0
쇼핑검색,스토어팜,원본,nad-a001-02-000000138272069,10.1,251,3.0,1.2,741.0,"2,222",0.0,0.0,0,0,0.0
쇼핑검색,스토어팜,원본,nad-a001-02-000000138272071,5.0,1,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0
쇼핑검색,스토어팜,원본,nad-a001-02-000000138272072,8.1,360,2.0,0.56,605.0,"1,210",0.0,0.0,0,0,0.0
쇼핑검색,스토어팜,원본,nad-a001-02-000000138272073,10.6,318,4.0,1.26,688.0,"2,750",0.0,0.0,0,0,0.0
쇼핑검색,스토어팜,원본,nad-a001-02-000000138272076,9.5,167,2.0,1.2,402.0,803,0.0,0.0,0,0,0.0
쇼핑검색,스토어팜,원본,nad-a001-02-000000138272077,2.0,5,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0
쇼핑검색,스토어팜,원본,nad-a001-02-000000139474949,6.0,104,1.0,0.97,484.0,484,0.0,0.0,0,0,0.0
쇼핑검색,스토어팜,원본,nad-a001-02-000000139739578(삭제),9.0,4,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0
쇼핑검색,스토어팜,원본,nad-a001-02-000000139996756,1.6,32,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0
쇼핑검색,스토어팜,원본,nad-a001-02-000000141045852,3.0,75,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0
쇼핑검색,스토어팜,원본,nad-a001-02-000000141045853,9.0,336,7.0,2.09,608.0,"4,257",0.0,0.0,0,0,0.0
쇼핑검색,스토어팜,원본,nad-a001-02-000000141134080(삭제),13.1,7,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0
쇼핑검색,스토어팜,원본,nad-a001-02-000000141134081,5.5,417,4.0,0.96,330.0,"1,320",0.0,0.0,0,0,0.0
쇼핑검색,스토어팜,원본,nad-a001-02-000000141134082,8.8,32,1.0,3.13,506.0,506,0.0,0.0,0,0,0.0
쇼핑검색,스토어팜,원본,nad-a001-02-000000141193813,7.9,,,,,,,,,,
