캠페인유형,캠페인,광고그룹,소재,평균노출순위,노출수,클릭수,클릭률(%),"평균클릭비용(VAT포함,원)","총비용(VAT포함,원)",전환수,전환율(%),전환매출액(원),전환당비용(원),광고수익률(%)
쇼핑검색,스토어팜,a,nad-a001-02-000000138286763,5.0,283,8,2.83,505,"4,037",0,0.0,0,0,0
쇼핑검색,스토어팜,a,nad-a001-02-000000138286764,4.9,272,2,0.74,539,"1,078",0,0.0,0,0,0
쇼핑검색,스토어팜,a,nad-a001-02-000000140009122,10.0,50,0,0.0,0,0,0,0.0,0,0,0
쇼핑검색,스토어팜,a,nad-a001-02-000000147425350,15.3,18,0,0.0,0,0,0,0.0,0,0,0
쇼핑검색,스토어팜,a,nad-a001-02-000000147425355,5.3,3,0,0.0,0,0,0,0.0,0,0,0
쇼핑검색,스토어팜,a,nad-a001-02-000000147425356,14.3,11,0,0.0,0,0,0,0.0,0,0,0
쇼핑검색,스토어팜,a,nad-a001-02-000000147425357,12.0,2,0,0.0,0,0,0,0.0,0,0,0
쇼핑검색,스토어팜,a,nad-a001-02-000000147425360,1.5,19,0,0.0,0,0,0,0.0,0,0,0
쇼핑검색,스토어팜,a,nad-a001-02-000000147425362,19.3,3,0,0.0,0,0,0,0.0,0,0,0
쇼핑검색,스토어팜,a,nad-a001-02-000000147425363,4.8,12,0,0.0,0,0,0,0.0,0,0,0
쇼핑검색,스토어팜,a,nad-a001-02-000000147425365,3.5,2,0,0.0,0,0,0,0.0,0,0,0
쇼핑검색,스토어팜,a,nad-a001-02-000000147425366,6.3,4,0,0.0,0,0,0,0.0,0,0,0
쇼핑검색,스토어팜,z,nad-a001-02-000000141207076,16.6,8,1,12.5,605,605,0,0.0,0,0,0
쇼핑검색,스토어팜,z,nad-a001-02-000000141207077,8.5,32,0,0.0,0,0,0,0.0,0,0,0
쇼핑검색,스토어팜,z,nad-a001-02-000000141207078,10.3,133,0,0.0,0,0,0,0.0,0,0,0
쇼핑검색,스토어팜,z,nad-a001-02-000000141207080,10.0,64,1,1.57,517,517,0,0.0,0,0,0
쇼핑검색,스토어팜,z,nad-a001-02-000000141207082,10.5,19,0,0.0,0,0,0,0.0,0,0,0
쇼핑검색,스토어팜,z,nad-a001-02-000000141207083,12.6,103,2,1.95,759,"1,518",0,0.0,0,0,0
쇼핑검색,스토어팜,z,nad-a001-02-000000141207084,11.8,27,0,0.0,0,0,0,0.0,0,0,0
쇼핑검색,스토어팜,w,nad-a001-02-000000138287071,5.9,954,1,0.11,88,88,0,0.0,0,0,0
쇼핑검색,스토어팜,w,nad-a001-02-000000138287075,9.4,414,0,0.0,0,0,0,0.0,0,0,0
쇼핑검색,스토어팜,w,nad-a001-02-000000141199728,4.4,797,6,0.76,172,"1,034",0,0.0,0,0,0
쇼핑검색,스토어팜,v,nad-a001-02-000000141199733,5.4,243,1,0.42,495,495,0,0.0,0,0,0
쇼핑검색,스토어팜,v,nad-a001-02-000000141207097,12.7,3,0,0.0,0,0,0,0.0,0,0,0
쇼핑검색,스토어팜,v,nad-a001-02-000000141207098,9.1,13,0,0.0,0,0,0,0.0,0,0,0
쇼핑검색,스토어팜,v,nad-a001-02-000000141207099,10.6,5,0,0.0,0,0,0,0.0,0,0,0
쇼핑검색,스토어팜,v,nad-a001-02-000000141207101(삭제),2.7,3,0,0.0,0,0,0,0.0,0,0,0
쇼핑검색,스토어팜,v,nad-a001-02-000000141207103,11.6,5,0,0.0,0,0,0,0.0,0,0,0
쇼핑검색,스토어팜,y,nad-a001-02-000000138287084,5.8,186,0,0.0,0,0,0,0.0,0,0,0
쇼핑검색,스토어팜,y,nad-a001-02-000000138287086,9.4,101,0,0.0,0,0,0,0.0,0,0,0
쇼핑검색,스토어팜,y,nad-a001-02-000000138287087,16.0,1,0,0.0,0,0,0,0.0,0,0,0
쇼핑검색,스토어팜,y,nad-a001-02-000000138287088,15.0,1,0,0.0,0,0,0,0.0,0,0,0
쇼핑검색,스토어팜,y,nad-a001-02-000000141206885,14.0,1,0,0.0,0,0,0,0.0,0,0,0
쇼핑검색,스토어팜,y,nad-a001-02-000000141206886,21.0,1,0,0.0,0,0,0,0.0,0,0,0
쇼핑검색,스토어팜,y,nad-a001-02-000000141206887,19.0,1,0,0.0,0,0,0,0.0,0,0,0
쇼핑검색,스토어팜,y,nad-a001-02-000000141206888,18.0,1,0,0.0,0,0,0,0.0,0,0,0
쇼핑검색,스토어팜,y,nad-a001-02-000000141206895,17.0,1,0,0.0,0,0,0,0.0,0,0,0
쇼핑검색,스토어팜,y,nad-a001-02-000000141206896,20.0,1,0,0.0,0,0,0,0.0,0,0,0
쇼핑검색,스토어팜,원본,nad-a001-02-000000138104750,9.6,53,0,0.0,0,0,0,0.0,0,0,0
쇼핑검색,스토어팜,원본,nad-a001-02-000000138104752,6.9,149,0,0.0,0,0,0,0.0,0,0,0
쇼핑검색,스토어팜,원본,nad-a001-02-000000138104753,9.0,69,5,7.25,568,"2,838",0,0.0,0,0,0
쇼핑검색,스토어팜,원본,nad-a001-02-000000138104755,5.9,51,0,0.0,0,0,0,0.0,0,0,0
쇼핑검색,스토어팜,원본,nad-a001-02-000000138272061,7.2,41,0,0.0,0,0,0,0.0,0,0,0
