CUST_ID,로그인 ID,캠페인 ID,캠페인 이름,광고그룹 ID,광고그룹 이름,광고그룹 유형,소재 ID,기본상품명,노출상품명,소재 상태,대표이미지 URL,상태,상품가격,상품 가격(모바일),네이버쇼핑 카테고리,PC 랜딩 URL,네이버쇼핑 상품 ID,쇼핑몰 상품 ID,입찰가 유형,입찰가,품질지수,노출수,클릭수,클릭률(%),"평균클릭비용(VAT포함,원)","총비용(VAT포함,원)",전환수,전환율(%),전환매출액(원),광고수익률(%),전환당비용(원),제한 사유,평균노출순위,소재현황
392590.0,signcody,cmp-a001-02-000000001679064,스토어팜,grp-a001-02-000000021786478,원본,쇼핑몰상품,nad-a001-02-000000150519489,미니간판 와이파이간판 와이파이안내판 사무실 회사 카페 명판 예쁜간판 가성비,미니 와이파이 안내판 사무실 회사 카페 명판,on,https://shopping-phinf.pstatic.net/main_8339949/83399490552.1.jpg,노출가능,29000.0,29000.0,가구/인테리어 > 인테리어소품 > 디자인문패,https://smartstore.naver.com/main/products/5854991138,83399490552.0,5854991138.0,소재,200.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,양호 소재
,,,,grp-a001-02-000000009335164,a,,,미니간판 와이파이간판 와이파이안내판 사무실 회사 카페 명판 예쁜간판 가성비,벤츠E클래스 인터넷가입 아크릴간판 소호사무실,,https://shopping-phinf.pstatic.net/main_8339949/83399490552.1.jpg,,29000.0,,가구/인테리어 > 인테리어소품 > 디자인문패,,83399490552.0,5854991138.0,,,,,,,,,,,,,,,,신규 소재
,,,,grp-a001-02-000000021854519,b,,,미니간판 와이파이간판 와이파이안내판 사무실 회사 카페 명판 예쁜간판 가성비,BMW5시리즈 케이블선정리 가격표 월세 세무사,,https://shopping-phinf.pstatic.net/main_8339949/83399490552.1.jpg,,29000.0,,가구/인테리어 > 인테리어소품 > 디자인문패,,83399490552.0,5854991138.0,,,,,,,,,,,,,,,,신규 소재
,,,,grp-a001-02-000000021807519,c,,,미니간판 와이파이간판 와이파이안내판 사무실 회사 카페 명판 예쁜간판 가성비,벤츠SUV 랜섬웨어 명판 부동산 소호사무실 돌,,https://shopping-phinf.pstatic.net/main_8339949/83399490552.1.jpg,,29000.0,,가구/인테리어 > 인테리어소품 > 디자인문패,,83399490552.0,5854991138.0,,,,,,,,,,,,,,,,신규 소재
,,,,grp-a001-02-000000021807501,d,,,미니간판 와이파이간판 와이파이안내판 사무실 회사 카페 명판 예쁜간판 가성비,아우디A7 KT인터넷 명패 1인스터디룸 문 현,,https://shopping-phinf.pstatic.net/main_8339949/83399490552.1.jpg,,29000.0,,가구/인테리어 > 인테리어소품 > 디자인문패,,83399490552.0,5854991138.0,,,,,,,,,,,,,,,,신규 소재
,,,,grp-a001-02-000000021807488,e,,,미니간판 와이파이간판 와이파이안내판 사무실 회사 카페 명판 예쁜간판 가성비,렉서스ES300H 휴대용와이파이 입간판 사무실,,https://shopping-phinf.pstatic.net/main_8339949/83399490552.1.jpg,,29000.0,,가구/인테리어 > 인테리어소품 > 디자인문패,,83399490552.0,5854991138.0,,,,,,,,,,,,,,,,신규 소재
,,,,grp-a001-02-000000021807497,f,,,미니간판 와이파이간판 와이파이안내판 사무실 회사 카페 명판 예쁜간판 가성비,BMWX6 케이블선정리 명패 섹션오피스 공유오피스,,https://shopping-phinf.pstatic.net/main_8339949/83399490552.1.jpg,,29000.0,,가구/인테리어 > 인테리어소품 > 디자인문패,,83399490552.0,5854991138.0,,,,,,,,,,,,,,,,신규 소재
,,,,grp-a001-02-000000021807496,g,,,미니간판 와이파이간판 와이파이안내판 사무실 회사 카페 명판 예쁜간판 가성비,볼보XC60 LG인터넷 표찰 월세 양도양수 돌,,https://shopping-phinf.pstatic.net/main_8339949/83399490552.1.jpg,,29000.0,,가구/인테리어 > 인테리어소품 > 디자인문패,,83399490552.0,5854991138.0,,,,,,,,,,,,,,,,신규 소재
,,,,grp-a001-02-000000021807523,h,,,미니간판 와이파이간판 와이파이안내판 사무실 회사 카페 명판 예쁜간판 가성비,아우디A6 랜섬웨어 배너입간판 공간대여 도장,,https://shopping-phinf.pstatic.net/main_8339949/83399490552.1.jpg,,29000.0,,가구/인테리어 > 인테리어소품 > 디자인문패,,83399490552.0,5854991138.0,,,,,,,,,,,,,,,,신규 소재
,,,,grp-a001-02-000000021807511,i,,,미니간판 와이파이간판 와이파이안내판 사무실 회사 카페 명판 예쁜간판 가성비,BMWX6 인터넷가입현금지원 화장실표지판 현,,https://shopping-phinf.pstatic.net/main_8339949/83399490552.1.jpg,,29000.0,,가구/인테리어 > 인테리어소품 > 디자인문패,,83399490552.0,5854991138.0,,,,,,,,,,,,,,,,신규 소재
,,,,grp-a001-02-000000021807484,j,,,미니간판 와이파이간판 와이파이안내판 사무실 회사 카페 명판 예쁜간판 가성비,아우디A7 포켓와이파이 회사명판 단독주택 아,,https://shopping-phinf.pstatic.net/main_8339949/83399490552.1.jpg,,29000.0,,가구/인테리어 > 인테리어소품 > 디자인문패,,83399490552.0,5854991138.0,,,,,,,,,,,,,,,,빈 그룹
,,,,grp-a001-02-000000021807485,k,,,미니간판 와이파이간판 와이파이안내판 사무실 회사 카페 명판 예쁜간판 가성비,벤츠SUV KT에그 배너입간판 화장품정리 도장,,https://shopping-phinf.pstatic.net/main_8339949/83399490552.1.jpg,,29000.0,,가구/인테리어 > 인테리어소품 > 디자인문패,,83399490552.0,5854991138.0,,,,,,,,,,,,,,,,빈 그룹
,,,,grp-a001-02-000000021807486,l,,,미니간판 와이파이간판 와이파이안내판 사무실 회사 카페 명판 예쁜간판 가성비,벤츠GLC 인터넷연결 안내판 사무실인테리어 아,,https://shopping-phinf.pstatic.net/main_8339949/83399490552.1.jpg,,29000.0,,가구/인테리어 > 인테리어소품 > 디자인문패,,83399490552.0,5854991138.0,,,,,,,,,,,,,,,,빈 그룹
,,,,grp-a001-02-000000021807481,m,,,미니간판 와이파이간판 와이파이안내판 사무실 회사 카페 명판 예쁜간판 가성비,지프 LGU플러스인터넷 아크릴스탠드 공간대여,,https://shopping-phinf.pstatic.net/main_8339949/83399490552.1.jpg,,29000.0,,가구/인테리어 > 인테리어소품 > 디자인문패,,83399490552.0,5854991138.0,,,,,,,,,,,,,,,,빈 그룹
,,,,grp-a001-02-000000021807552,n,,,미니간판 와이파이간판 와이파이안내판 사무실 회사 카페 명판 예쁜간판 가성비,BMW5시리즈 인터넷가입 문패 작업실대여 명패,,https://shopping-phinf.pstatic.net/main_8339949/83399490552.1.jpg,,29000.0,,가구/인테리어 > 인테리어소품 > 디자인문패,,83399490552.0,5854991138.0,,,,,,,,,,,,,,,,빈 그룹
