노출키워드,연관키워드,검색(PC),검색(폰),평균클릭(PC),평균클릭(폰),평클릭률(PC),평균클릭률(폰),노출광고수,경쟁도,총검색,총클릭
비빔국수양념장,쫄면양념장,1420,40400,1.7,184.0,0.13,0.5,15,높음,41820.0,185.7
비빔국수양념장,한정식,2570,37500,2.9,174.0,0.12,0.5,15,높음,40070.0,176.9
비빔국수양념장,닭백숙,3170,36500,4.9,145.8,0.17,0.43,15,높음,39670.0,150.70000000000005
비빔국수양념장,식당,7460,155800,2.9,115.7,0.05,0.08,15,높음,163260.0,118.6
비빔국수양념장,서면맛집,7990,94000,3.6,99.7,0.05,0.12,15,높음,101990.0,103.3
비빔국수양념장,삼계탕,35400,300900,53.5,46.5,0.16,0.02,15,높음,336300.0,100.0
비빔국수양념장,말복,333300,2170500,27.1,69.0,0.01,0.01,15,높음,2503800.0,96.1
비빔국수양념장,여름보양식,8120,67800,17.4,67.3,0.23,0.11,15,높음,75920.0,84.69999999999997
비빔국수양념장,메밀,2870,21900,4.6,71.3,0.18,0.36,15,높음,24770.0,75.89999999999998
수면등,조명,24800,102900,768.3,4103.0,3.28,4.29,15,높음,127700.0,4871.3
수면등,블루투스스피커,38600,178300,69.3,1433.5,0.2,0.87,15,높음,216900.0,1502.8
수면등,거실등,4180,23300,74.8,835.8,1.89,3.85,15,높음,27480.0,910.6
수면등,조명쇼핑몰,1540,7460,90.1,628.4,6.23,9.02,15,높음,9000.0,718.5
수면등,스마트스위치,13000,34500,22.3,645.5,0.18,1.94,15,높음,47500.0,667.8
수면등,거실LED등,1750,15300,33.4,600.0,2.03,4.24,15,높음,17050.0,633.4
수면등,현관센서등,3990,23800,45.7,567.4,1.21,2.55,15,높음,27790.0,613.1
수면등,LED등,7730,29600,60.9,543.5,0.84,1.97,15,높음,37330.0,604.4
수면등,무드등,17800,71000,41.3,543.3,0.25,0.82,15,높음,88800.0,584.5999999999998
수면등,스탠드조명,6280,29900,45.7,493.9,0.78,1.78,15,높음,36180.0,539.6
수면등,거실조명,2330,12300,44.7,435.5,2.02,3.77,15,높음,14630.0,480.2
수면등,셀프인테리어,4560,42900,24.8,338.0,0.58,0.81,15,높음,47460.0,362.8
수면등,LED전구,6280,26200,46.7,298.8,0.79,1.22,15,높음,32480.0,345.5
수면등,인테리어조명,2350,8930,51.1,285.8,2.28,3.42,15,높음,11280.0,336.9000000000001
수면등,LED주방등,1530,10800,17.0,268.1,1.18,2.64,15,높음,12330.0,285.1
수면등,LED전등,3810,12300,29.3,183.3,0.81,1.58,15,높음,16110.0,212.6
수면등,수유등,2080,14000,4.6,208.0,0.24,1.58,15,높음,16080.0,212.6
수면등,책상스탠드,2360,9860,9.6,188.5,0.44,2.04,15,높음,12220.0,198.1
수면등,LED바,4190,8690,48.4,147.3,1.23,1.8,15,높음,12880.0,195.7
수면등,블루투스,7240,20800,10.7,167.0,0.16,0.86,15,높음,28040.0,177.7
수면등,커플아이템,2140,12600,7.9,161.0,0.39,1.35,15,높음,14740.0,168.9
수면등,무선센서등,1310,7350,7.9,157.9,0.64,2.28,15,높음,8660.0,165.8
수면등,무선스탠드,740,8680,1.4,159.8,0.2,1.96,15,높음,9420.0,161.20000000000005
수면등,캠핑전구,1570,9320,6.7,148.3,0.45,1.68,15,높음,10890.0,155.0
수면등,LED스탠드,2160,15400,7.7,143.5,0.38,1.0,15,높음,17560.0,151.2
수면등,간접조명,4430,9250,7.1,142.3,0.17,1.64,15,높음,13680.0,149.4
수면등,전구,4850,17900,19.0,123.8,0.42,0.75,15,높음,22750.0,142.8
수면등,LED간접조명,1260,6790,7.9,129.6,0.66,2.04,15,높음,8050.0,137.5
수면등,수면등,950,8500,4.3,120.1,0.49,1.51,15,높음,9450.0,124.4
수면등,스탠드등,1280,7200,7.4,114.0,0.62,1.7,15,높음,8480.0,121.4
수면등,단스탠드,1420,6430,14.1,96.0,1.05,1.68,15,높음,7850.0,110.1
수유등,블루투스스피커,38600,178300,69.3,1433.5,0.2,0.87,15,높음,216900.0,1502.8
수유등,거실등,4180,23300,74.8,835.8,1.89,3.85,15,높음,27480.0,910.6
수유등,스마트스위치,13000,34500,22.3,645.5,0.18,1.94,15,높음,47500.0,667.8
수유등,현관센서등,3990,23800,45.7,567.4,1.21,2.55,15,높음,27790.0,613.1
수유등,LED등,7730,29600,60.9,543.5,0.84,1.97,15,높음,37330.0,604.4
수유등,무드등,17800,71000,41.3,543.3,0.25,0.82,15,높음,88800.0,584.5999999999998
수유등,스탠드조명,6280,29900,45.7,493.9,0.78,1.78,15,높음,36180.0,539.6
수유등,거실조명,2330,12300,44.7,435.5,2.02,3.77,15,높음,14630.0,480.2
수유등,LED거실등,2600,16600,30.5,391.0,1.22,2.51,15,높음,19200.0,421.5
수유등,장스탠드,3140,16800,30.3,332.7,1.02,2.12,15,높음,19940.0,363.0
수유등,셀프인테리어,4560,42900,24.8,338.0,0.58,0.81,15,높음,47460.0,362.8
수유등,주방등,2060,13000,24.2,330.5,1.25,2.72,15,높음,15060.0,354.7
수유등,LED전구,6280,26200,46.7,298.8,0.79,1.22,15,높음,32480.0,345.5
수유등,인테리어조명,2350,8930,51.1,285.8,2.28,3.42,15,높음,11280.0,336.9000000000001
수유등,펜던트조명,3470,9030,60.3,270.3,1.85,3.22,15,높음,12500.0,330.6
수유등,주방조명,1590,10700,26.2,301.3,1.72,3.01,15,높음,12290.0,327.5
수유등,LED주방등,1530,10800,17.0,268.1,1.18,2.64,15,높음,12330.0,285.1
수유등,LED전등,3810,12300,29.3,183.3,0.81,1.58,15,높음,16110.0,212.6
수유등,수유등,2080,14000,4.6,208.0,0.24,1.58,15,높음,16080.0,212.6
수유등,LED바,4190,8690,48.4,147.3,1.23,1.8,15,높음,12880.0,195.7
수유등,블루투스,7240,20800,10.7,167.0,0.16,0.86,15,높음,28040.0,177.7
수유등,무선센서등,1310,7350,7.9,157.9,0.64,2.28,15,높음,8660.0,165.8
수유등,간접조명,4430,9250,7.1,142.3,0.17,1.64,15,높음,13680.0,149.4
수유등,전구,4850,17900,19.0,123.8,0.42,0.75,15,높음,22750.0,142.8
수유등,수면등,950,8500,4.3,120.1,0.49,1.51,15,높음,9450.0,124.4
경첩,전동드릴,9760,48300,52.9,964.4,0.58,2.15,15,높음,58060.0,1017.3
경첩,3연동중문,2390,14700,47.5,673.4,2.12,4.89,15,높음,17090.0,720.9
경첩,철망,3910,10400,86.2,340.3,2.36,3.51,15,높음,14310.0,426.5
경첩,화장실문교체,940,7490,20.1,369.6,2.28,5.25,15,높음,8430.0,389.70000000000016
경첩,ABS도어,3420,8010,40.7,274.0,1.27,3.63,15,높음,11430.0,314.7
경첩,방문,3280,13100,17.1,283.8,0.55,2.32,15,높음,16380.0,300.9000000000001
경첩,원목선반,2190,14200,17.8,272.0,0.87,2.03,15,높음,16390.0,289.8
경첩,테이블다리,1770,6230,33.3,229.0,2.0,3.93,15,높음,8000.0,262.3
경첩,경첩,6920,17800,42.7,207.0,0.67,1.25,15,높음,24720.0,249.7
경첩,문짝교체비용,370,4170,10.3,225.8,2.86,5.78,15,높음,4540.0,236.1
경첩,자물쇠,4690,14900,19.4,205.0,0.44,1.44,15,높음,19590.0,224.4
경첩,도어클로저,5250,15600,27.4,191.0,0.56,1.32,15,높음,20850.0,218.4
경첩,바퀴,4100,11100,61.5,154.5,1.6,1.5,15,높음,15200.0,216.0
경첩,식탁다리,750,4260,15.7,190.7,2.24,4.76,15,높음,5010.0,206.4
경첩,강화도어손잡이,2000,3310,55.2,149.6,2.91,4.84,15,높음,5310.0,204.8
경첩,와이어,3780,8230,37.7,158.5,1.05,2.06,15,높음,12010.0,196.2
경첩,책장DIY,710,4090,13.6,182.5,2.03,4.8,15,높음,4800.0,196.1
경첩,손잡이,4280,10600,41.9,150.8,1.04,1.52,15,높음,14880.0,192.7
경첩,싱크대문짝교체,840,4870,17.0,172.8,2.15,3.77,15,높음,5710.0,189.8
경첩,문짝,2480,4800,10.4,158.7,0.45,3.51,15,높음,7280.0,169.1
경첩,책상다리,1810,6450,16.4,144.6,0.98,2.42,15,높음,8260.0,161.0
경첩,타카총,1220,5760,9.7,149.6,0.85,2.79,15,높음,6980.0,159.29999999999995
경첩,화장실문,1050,4850,11.4,127.0,1.15,2.8,15,높음,5900.0,138.4
경첩,스텐선반,660,3250,14.7,116.3,2.31,3.85,15,높음,3910.0,131.0
경첩,접이식선반,760,4320,2.5,113.2,0.34,2.81,15,높음,5080.0,115.7
경첩,방문스토퍼,970,6330,3.1,110.3,0.34,1.89,15,높음,7300.0,113.4
경첩,열수축튜브,2160,4600,25.8,83.3,1.27,1.93,15,높음,6760.0,109.1
경첩,가구다리,1180,4330,15.0,91.8,1.34,2.27,15,높음,5510.0,106.8
경첩,서랍레일,1680,6590,9.7,93.2,0.61,1.51,15,높음,8270.0,102.9
경첩,평상만들기,570,3820,10.1,91.5,2.0,2.8,15,높음,4390.0,101.6
경첩,꺽쇠,2950,4970,10.3,77.0,0.37,1.66,15,높음,7920.0,87.3
경첩,너트,3630,8910,13.3,71.7,0.4,0.87,15,높음,12540.0,85.0
경첩,현관문말발굽,1040,5810,4.3,77.7,0.44,1.42,15,높음,6850.0,82.0
경첩,평철,1720,2130,28.1,52.3,1.74,2.61,15,높음,3850.0,80.4
경첩,싱크대경첩,1130,4900,7.7,66.8,0.73,1.45,15,높음,6030.0,74.5
경첩,삼나무,1770,8110,4.3,64.7,0.26,0.86,15,높음,9880.0,69.0
메밀국수,냉면맛집,4680,159800,5.6,1481.5,0.13,1.01,15,높음,164480.0,1487.1
메밀국수,비빔국수양념장,4940,180000,12.0,705.5,0.26,0.42,15,높음,184940.0,717.5
메밀국수,쯔유,4290,36900,8.1,514.1,0.2,1.51,15,높음,41190.0,522.2
메밀국수,콩국수,10600,116800,13.3,476.3,0.14,0.45,15,높음,127400.0,489.6
메밀국수,메밀국수,5650,64200,22.4,356.3,0.43,0.61,15,높음,69850.0,378.7
메밀국수,감자옹심이,2640,44200,10.7,281.3,0.44,0.7,15,높음,46840.0,292.0
메밀국수,냉면,18500,208100,44.1,236.5,0.26,0.13,15,높음,226600.0,280.6
메밀국수,제천맛집,7540,106000,14.0,159.0,0.2,0.16,14,높음,113540.0,173.0
무드등,캠핑용품,38100,189600,600.9,4548.2,1.66,2.55,15,높음,227700.0,5149.0999999999985
무드등,블루투스스피커,38600,178300,69.3,1433.5,0.2,0.87,15,높음,216900.0,1502.8
무드등,차박용품,6140,34400,81.1,1096.2,1.39,3.37,15,높음,40540.0,1177.3
무드등,거실등,4180,23300,74.8,835.8,1.89,3.85,15,높음,27480.0,910.6
무드등,조명쇼핑몰,1540,7460,90.1,628.4,6.23,9.02,15,높음,9000.0,718.5
무드등,레터링풍선,3560,27400,18.7,678.5,0.56,2.63,15,높음,30960.0,697.2
무드등,현관센서등,3990,23800,45.7,567.4,1.21,2.55,15,높음,27790.0,613.1
무드등,LED등,7730,29600,60.9,543.5,0.84,1.97,15,높음,37330.0,604.4
무드등,무드등,17800,71000,41.3,543.3,0.25,0.82,15,높음,88800.0,584.5999999999998
무드등,스탠드조명,6280,29900,45.7,493.9,0.78,1.78,15,높음,36180.0,539.6
무드등,아크릴키링제작,1460,5840,63.5,450.4,4.64,8.2,15,높음,7300.0,513.9
무드등,거실조명,2330,12300,44.7,435.5,2.02,3.77,15,높음,14630.0,480.2
무드등,감성캠핑,2890,13300,41.5,372.1,1.51,2.97,15,높음,16190.0,413.6
무드등,네온사인주문제작,1160,5220,39.5,339.6,3.63,6.92,15,높음,6380.0,379.1
무드등,네온사인,4040,12800,48.3,318.1,1.28,2.66,15,높음,16840.0,366.4
무드등,장스탠드,3140,16800,30.3,332.7,1.02,2.12,15,높음,19940.0,363.0
무드등,셀프인테리어,4560,42900,24.8,338.0,0.58,0.81,15,높음,47460.0,362.8
무드등,LED전구,6280,26200,46.7,298.8,0.79,1.22,15,높음,32480.0,345.5
무드등,인테리어조명,2350,8930,51.1,285.8,2.28,3.42,15,높음,11280.0,336.9000000000001
무드등,가습기,8170,35600,15.0,316.0,0.2,0.95,15,높음,43770.0,331.0
무드등,주방조명,1590,10700,26.2,301.3,1.72,3.01,15,높음,12290.0,327.5
무드등,LED주방등,1530,10800,17.0,268.1,1.18,2.64,15,높음,12330.0,285.1
무드등,캠핑조명,3130,14200,17.1,197.8,0.58,1.47,15,높음,17330.0,214.9
무드등,LED전등,3810,12300,29.3,183.3,0.81,1.58,15,높음,16110.0,212.6
무드등,수유등,2080,14000,4.6,208.0,0.24,1.58,15,높음,16080.0,212.6
무드등,LED바,4190,8690,48.4,147.3,1.23,1.8,15,높음,12880.0,195.7
무드등,블루투스,7240,20800,10.7,167.0,0.16,0.86,15,높음,28040.0,177.7
무드등,꽃화병,780,6030,3.5,174.1,0.48,3.07,15,높음,6810.0,177.6
무드등,커플아이템,2140,12600,7.9,161.0,0.39,1.35,15,높음,14740.0,168.9
무드등,무선센서등,1310,7350,7.9,157.9,0.64,2.28,15,높음,8660.0,165.8
무드등,형광등,4770,13500,19.9,144.3,0.45,1.14,15,높음,18270.0,164.20000000000005
무드등,캠핑전구,1570,9320,6.7,148.3,0.45,1.68,15,높음,10890.0,155.0
무드등,간접조명,4430,9250,7.1,142.3,0.17,1.64,15,높음,13680.0,149.4
무드등,LED스트립,1110,6480,4.0,145.0,0.39,2.4,15,높음,7590.0,149.0
무드등,커플템,1320,9470,6.2,139.0,0.5,1.57,15,높음,10790.0,145.2
무드등,전구,4850,17900,19.0,123.8,0.42,0.75,15,높음,22750.0,142.8
무드등,LED간접조명,1260,6790,7.9,129.6,0.66,2.04,15,높음,8050.0,137.5
무드등,에디슨전구,1300,6060,7.4,122.5,0.61,2.15,15,높음,7360.0,129.9
무드등,라탄조명,1120,6130,7.4,121.0,0.69,2.12,15,높음,7250.0,128.4
무드등,감성랜턴,2210,5800,5.4,120.4,0.27,2.2,15,높음,8010.0,125.8
무드등,수면등,950,8500,4.3,120.1,0.49,1.51,15,높음,9450.0,124.4
무드등,스탠드등,1280,7200,7.4,114.0,0.62,1.7,15,높음,8480.0,121.4
무드등,감성캠핑랜턴,1890,5680,3.4,107.0,0.2,2.0,15,높음,7570.0,110.4
무드등,단스탠드,1420,6430,14.1,96.0,1.05,1.68,15,높음,7850.0,110.1
남양주카페,가평빠지,32300,240400,822.7,11787.2,2.69,5.16,15,높음,272700.0,12609.9
남양주카페,빠지,22600,135300,228.5,3520.4,1.07,2.76,15,높음,157900.0,3748.9
남양주카페,가평가볼만한곳,11700,190500,77.4,3254.4,0.7,1.81,15,높음,202200.0,3331.8
남양주카페,강원도가볼만한곳,15000,169500,87.9,2609.5,0.63,1.66,15,높음,184500.0,2697.4
남양주카페,경기도가볼만한곳,11200,162500,58.4,1578.5,0.56,1.04,15,높음,173700.0,1636.9
남양주카페,남양주맛집,8160,126600,26.1,1544.1,0.35,1.31,15,높음,134760.0,1570.1999999999994
남양주카페,양평가볼만한곳,8760,146900,45.4,1470.0,0.55,1.07,15,높음,155660.0,1515.4
남양주카페,양평맛집,7860,161500,40.5,1404.1,0.55,0.93,15,높음,169360.0,1444.6
남양주카페,남양주가볼만한곳,4170,81100,13.9,1404.8,0.36,1.86,15,높음,85270.0,1418.7
남양주카페,제주도맛집,19700,105100,68.3,1124.1,0.37,1.14,15,높음,124800.0,1192.4
남양주카페,경기가볼만한곳,970,82700,5.5,821.6,0.62,1.07,15,높음,83670.0,827.1
남양주카페,홍천가볼만한곳,5470,91100,27.6,796.4,0.54,0.93,15,높음,96570.0,824.0
남양주카페,서울가볼만한곳,7400,111100,18.5,677.8,0.27,0.65,15,높음,118500.0,696.3
남양주카페,남양주카페,6830,111200,22.8,572.6,0.36,0.56,15,높음,118030.0,595.4
남양주카페,용인맛집,5190,67600,15.3,558.2,0.32,0.89,15,높음,72790.0,573.5
남양주카페,하남맛집,4820,67600,10.3,470.3,0.23,0.75,15,높음,72420.0,480.6
남양주카페,광교맛집,5490,62200,13.9,391.9,0.27,0.68,15,높음,67690.0,405.8
남양주카페,실내데이트,5840,57700,8.7,384.9,0.17,0.74,15,높음,63540.0,393.6
남양주카페,콜드브루,8160,63600,11.7,299.5,0.16,0.51,15,높음,71760.0,311.2
남양주카페,애견카페,5110,124300,8.9,264.7,0.19,0.23,15,높음,129410.0,273.6
남양주카페,춘천맛집,10000,119400,15.9,231.0,0.17,0.21,15,높음,129400.0,246.9
남양주카페,브런치카페,2730,82300,6.5,183.0,0.26,0.24,15,높음,85030.0,189.5
남양주카페,별내맛집,3680,53800,7.8,180.0,0.23,0.36,15,높음,57480.0,187.8
남양주카페,제주시맛집,3790,56200,8.0,159.7,0.23,0.31,15,높음,59990.0,167.7
음식점,상가임대,3410,17200,29.1,253.0,0.91,1.56,15,높음,20610.0,282.1
음식점,상가매매,4170,23800,29.8,123.8,0.77,0.56,15,높음,27970.0,153.6
음식점,전주한옥마을맛집,3250,50400,6.7,133.7,0.22,0.29,9,중간,53650.0,140.39999999999998
음식점,메밀막국수,1070,15400,1.5,119.8,0.15,0.84,15,높음,16470.0,121.3
음식점,식당,7460,155800,2.9,115.7,0.05,0.08,15,높음,163260.0,118.6
음식점,음식점,4480,65000,2.3,37.3,0.06,0.07,15,높음,69480.0,39.6
LED방등,조명,24800,102900,768.3,4103.0,3.28,4.29,15,높음,127700.0,4871.3
LED방등,식탁등,6250,44100,97.7,1526.8,1.66,3.71,15,높음,50350.0,1624.5
LED방등,삼성,108000,283900,93.7,1314.5,0.1,0.49,10,중간,391900.0,1408.2
LED방등,거실등,4180,23300,74.8,835.8,1.89,3.85,15,높음,27480.0,910.6
LED방등,식탁조명,2500,20800,52.1,726.2,2.2,3.75,15,높음,23300.0,778.3000000000003
LED방등,조명쇼핑몰,1540,7460,90.1,628.4,6.23,9.02,15,높음,9000.0,718.5
LED방등,레일조명,5460,18200,74.6,457.5,1.47,2.69,15,높음,23660.0,532.1
LED방등,벽등,3600,13800,69.0,424.8,2.05,3.29,15,높음,17400.0,493.8
LED방등,거실조명,2330,12300,44.7,435.5,2.02,3.77,15,높음,14630.0,480.2
LED방등,국산LED거실등,1090,9330,25.4,421.0,2.5,4.85,15,높음,10420.0,446.4
LED방등,LED거실등,2600,16600,30.5,391.0,1.22,2.51,15,높음,19200.0,421.5
LED방등,장스탠드,3140,16800,30.3,332.7,1.02,2.12,15,높음,19940.0,363.0
LED방등,주방등,2060,13000,24.2,330.5,1.25,2.72,15,높음,15060.0,354.7
LED방등,LED전구,6280,26200,46.7,298.8,0.79,1.22,15,높음,32480.0,345.5
LED방등,인테리어조명,2350,8930,51.1,285.8,2.28,3.42,15,높음,11280.0,336.9000000000001
LED방등,펜던트조명,3470,9030,60.3,270.3,1.85,3.22,15,높음,12500.0,330.6
LED방등,주방조명,1590,10700,26.2,301.3,1.72,3.01,15,높음,12290.0,327.5
LED방등,센서등,4950,18600,34.0,269.8,0.73,1.55,15,높음,23550.0,303.8
LED방등,LED주방등,1530,10800,17.0,268.1,1.18,2.64,15,높음,12330.0,285.1
LED방등,레일등,3100,11800,38.3,242.3,1.3,2.19,15,높음,14900.0,280.6
LED방등,LED전등,3810,12300,29.3,183.3,0.81,1.58,15,높음,16110.0,212.6
LED방등,벽조명,1710,8560,29.3,182.5,1.82,2.28,15,높음,10270.0,211.8
LED방등,책상스탠드,2360,9860,9.6,188.5,0.44,2.04,15,높음,12220.0,198.1
LED방등,LED방등,2800,10300,15.1,163.3,0.58,1.7,15,높음,13100.0,178.4
샐러드박스,샐러드정기배송,4080,19100,217.3,2211.0,5.58,12.29,15,높음,23180.0,2428.3
샐러드박스,샐러드배달,2700,15800,83.1,950.4,3.26,6.42,15,높음,18500.0,1033.5
샐러드박스,샐러드배송,1510,8010,68.9,715.8,4.76,9.46,15,높음,9520.0,784.6999999999997
샐러드박스,샐러드도시락,2120,9970,52.1,522.6,2.61,5.57,15,높음,12090.0,574.7
샐러드박스,샐러드야채,2050,17800,16.9,494.4,0.89,2.96,15,높음,19850.0,511.3
샐러드박스,다이어트샐러드,1650,11800,28.9,466.6,1.84,4.2,15,높음,13450.0,495.5
샐러드박스,닭가슴살샐러드,2630,23500,22.3,417.3,0.9,1.89,15,높음,26130.0,439.6
샐러드박스,직장인도시락통,1520,8970,13.3,326.8,0.92,3.87,15,높음,10490.0,340.1
샐러드박스,샐러드만들기,1680,13600,7.4,331.1,0.47,2.59,15,높음,15280.0,338.5
샐러드박스,테이크아웃컵,2440,9380,45.2,283.5,1.97,3.27,15,높음,11820.0,328.7
샐러드박스,지중해식식단,1200,9550,13.5,298.7,1.22,3.42,15,높음,10750.0,312.2
샐러드박스,샐러드맛집,1620,19300,12.9,290.8,0.84,1.62,15,높음,20920.0,303.7
샐러드박스,컵과일,1650,5930,36.1,260.2,2.31,4.67,15,높음,7580.0,296.3
샐러드박스,야채샐러드만들기,310,5840,3.2,255.3,1.08,4.72,11,중간,6150.0,258.5
샐러드박스,연어샐러드,1680,21000,4.4,236.7,0.28,1.22,15,높음,22680.0,241.1
샐러드박스,스텐밀폐용기,1000,8990,4.6,184.6,0.49,2.18,15,높음,9990.0,189.2
샐러드박스,야채샐러드,730,6130,4.8,176.3,0.71,3.11,15,높음,6860.0,181.1
샐러드박스,양상추,3790,25800,6.7,140.7,0.19,0.59,15,높음,29590.0,147.39999999999995
샐러드박스,샐러드드레싱,1560,11700,5.7,127.9,0.38,1.17,15,높음,13260.0,133.6
샐러드박스,샐러드박스,2400,14000,6.7,113.0,0.3,0.86,15,높음,16400.0,119.7
샐러드박스,간편도시락,770,5440,11.6,107.2,1.59,2.08,15,높음,6210.0,118.8
샐러드박스,미니박스,320,5300,3.5,113.5,1.14,2.17,15,높음,5620.0,117.0
샐러드박스,야채,3820,16000,5.1,75.7,0.15,0.51,15,높음,19820.0,80.8
여름보양식,가평가볼만한곳,11700,190500,77.4,3254.4,0.7,1.81,15,높음,202200.0,3331.8
여름보양식,가평맛집,8660,129300,22.6,2492.8,0.28,2.04,15,높음,137960.0,2515.4
여름보양식,순천맛집,8300,118000,25.7,1256.8,0.33,1.13,14,높음,126300.0,1282.5
여름보양식,장어맛집,3510,72400,11.6,1217.9,0.36,1.82,15,높음,75910.0,1229.5
여름보양식,비빔국수양념장,4940,180000,12.0,705.5,0.26,0.42,15,높음,184940.0,717.5
여름보양식,청도맛집,3470,62400,25.3,529.0,0.78,0.9,7,중간,65870.0,554.3
여름보양식,월남쌈재료,4230,111600,7.2,479.3,0.19,0.47,15,높음,115830.0,486.5
여름보양식,삼계탕맛집,4480,80000,8.9,359.0,0.21,0.48,15,높음,84480.0,367.9
여름보양식,비빔냉면양념장,1770,39300,7.1,301.3,0.44,0.84,15,높음,41070.0,308.4000000000001
여름보양식,여수낭만포차,5850,61800,4.9,265.6,0.09,0.46,15,높음,67650.0,270.5
여름보양식,양주맛집,3210,46200,7.1,233.0,0.24,0.55,15,높음,49410.0,240.1
프랜차이즈,편의점배달,1750,52700,8.8,921.5,0.55,1.87,15,높음,54450.0,930.3
프랜차이즈,무인창업,3290,13700,95.1,754.2,3.07,5.91,15,높음,16990.0,849.3000000000003
프랜차이즈,바리스타자격증,9540,53300,31.1,745.5,0.35,1.5,15,높음,62840.0,776.6
프랜차이즈,창업,17300,27400,81.6,437.4,0.5,1.71,15,높음,44700.0,519.0
프랜차이즈,차돌박이,5770,46900,22.2,370.3,0.41,0.84,15,높음,52670.0,392.5
프랜차이즈,소자본창업,3700,11300,46.8,341.2,1.34,3.21,15,높음,15000.0,388.0
프랜차이즈,카페창업,4790,14800,45.7,294.8,1.01,2.11,15,높음,19590.0,340.5
프랜차이즈,편의점창업비용,1330,10100,9.3,293.0,0.74,3.08,15,높음,11430.0,302.3
프랜차이즈,상가임대,3410,17200,29.1,253.0,0.91,1.56,15,높음,20610.0,282.1
프랜차이즈,제과제빵자격증,3010,13600,10.3,233.3,0.37,1.83,15,높음,16610.0,243.6
프랜차이즈,프랜차이즈,8300,16600,69.5,168.2,0.89,1.08,15,높음,24900.0,237.7
프랜차이즈,마사지샵,2480,41500,11.5,216.3,0.49,0.56,15,높음,43980.0,227.8
프랜차이즈,우녹스오븐,1700,8490,16.7,198.3,1.03,2.51,15,높음,10190.0,215.0
프랜차이즈,돈버는방법,2770,19000,7.1,204.5,0.27,1.13,15,높음,21770.0,211.6
프랜차이즈,편의점창업,1630,6130,16.8,174.0,1.09,3.04,15,높음,7760.0,190.8
프랜차이즈,여자창업,1080,6880,7.4,153.0,0.72,2.37,15,높음,7960.0,160.4
프랜차이즈,상가매매,4170,23800,29.8,123.8,0.77,0.56,15,높음,27970.0,153.6
프랜차이즈,춘천닭갈비맛집,2760,52000,8.9,129.3,0.34,0.27,15,높음,54760.0,138.20000000000002
프랜차이즈,소고기맛집,1630,25600,2.5,124.7,0.17,0.53,15,높음,27230.0,127.2
프랜차이즈,창업대출,3430,10300,10.9,66.3,0.34,0.68,15,높음,13730.0,77.2
프랜차이즈,사업아이템,1930,6350,7.4,66.2,0.41,1.11,15,높음,8280.0,73.60000000000002
프랜차이즈,코인빨래방,840,12800,6.2,60.5,0.78,0.52,15,높음,13640.0,66.7
프랜차이즈,조주기능사,4050,12900,6.5,56.3,0.18,0.48,15,높음,16950.0,62.8
프랜차이즈,코인세탁소,1090,12500,5.9,54.3,0.58,0.47,15,높음,13590.0,60.2
프랜차이즈,제과기능사,2300,5850,2.7,52.5,0.13,0.95,15,높음,8150.0,55.2
메밀막국수,비빔국수양념장,4940,180000,12.0,705.5,0.26,0.42,15,높음,184940.0,717.5
메밀막국수,메밀국수,5650,64200,22.4,356.3,0.43,0.61,15,높음,69850.0,378.7
메밀막국수,냉면,18500,208100,44.1,236.5,0.26,0.13,15,높음,226600.0,280.6
메밀막국수,전주한옥마을맛집,3250,50400,6.7,133.7,0.22,0.29,9,중간,53650.0,140.39999999999998
LED간접조명,삼성,108000,283900,93.7,1314.5,0.1,0.49,10,중간,391900.0,1408.2
LED간접조명,LED전등교체,7660,48100,64.3,830.3,0.89,1.86,15,높음,55760.0,894.5999999999997
LED간접조명,조명쇼핑몰,1540,7460,90.1,628.4,6.23,9.02,15,높음,9000.0,718.5
LED간접조명,스마트스위치,13000,34500,22.3,645.5,0.18,1.94,15,높음,47500.0,667.8
LED간접조명,거실LED등,1750,15300,33.4,600.0,2.03,4.24,15,높음,17050.0,633.4
LED간접조명,LED등,7730,29600,60.9,543.5,0.84,1.97,15,높음,37330.0,604.4
LED간접조명,아크릴,14000,25800,187.0,413.8,1.41,1.72,15,높음,39800.0,600.8
LED간접조명,무드등,17800,71000,41.3,543.3,0.25,0.82,15,높음,88800.0,584.5999999999998
LED간접조명,스탠드조명,6280,29900,45.7,493.9,0.78,1.78,15,높음,36180.0,539.6
LED간접조명,거실조명,2330,12300,44.7,435.5,2.02,3.77,15,높음,14630.0,480.2
LED간접조명,부엌인테리어,1220,8110,24.4,356.0,2.13,4.67,15,높음,9330.0,380.4
LED간접조명,네온사인,4040,12800,48.3,318.1,1.28,2.66,15,높음,16840.0,366.4
LED간접조명,셀프인테리어,4560,42900,24.8,338.0,0.58,0.81,15,높음,47460.0,362.8
LED간접조명,T5조명,2910,10200,18.9,218.7,0.69,2.26,15,높음,13110.0,237.6
LED간접조명,LED전등,3810,12300,29.3,183.3,0.81,1.58,15,높음,16110.0,212.6
LED간접조명,수유등,2080,14000,4.6,208.0,0.24,1.58,15,높음,16080.0,212.6
LED간접조명,LED바,4190,8690,48.4,147.3,1.23,1.8,15,높음,12880.0,195.7
LED간접조명,LED전광판,2090,4410,39.6,155.8,2.04,3.75,15,높음,6500.0,195.4
LED간접조명,LED손전등,710,5540,3.7,180.8,0.57,3.48,15,높음,6250.0,184.5
