노출상태,노출상품명,광고그룹 이름,평균노출순위,노출수,클릭수,전환수,전환율,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,광고그룹 ID,상품 ID
빈 그룹,,c,,,,,,,,,,,grp-a001-02-000000021807519,5742869570.0
빈 그룹,,d,,,,,,,,,,,grp-a001-02-000000021807501,5742869570.0
빈 그룹,,e,,,,,,,,,,,grp-a001-02-000000021807488,5742869570.0
빈 그룹,,f,,,,,,,,,,,grp-a001-02-000000021807497,5742869570.0
빈 그룹,,g,,,,,,,,,,,grp-a001-02-000000021807496,5742869570.0
빈 그룹,,h,,,,,,,,,,,grp-a001-02-000000021807523,5742869570.0
빈 그룹,,i,,,,,,,,,,,grp-a001-02-000000021807511,5742869570.0
빈 그룹,,j,,,,,,,,,,,grp-a001-02-000000021807484,5742869570.0
빈 그룹,,k,,,,,,,,,,,grp-a001-02-000000021807485,5742869570.0
빈 그룹,,l,,,,,,,,,,,grp-a001-02-000000021807486,5742869570.0
빈 그룹,,m,,,,,,,,,,,grp-a001-02-000000021807481,5742869570.0
빈 그룹,,n,,,,,,,,,,,grp-a001-02-000000021807552,5742869570.0
빈 그룹,,o,,,,,,,,,,,grp-a001-02-000000021807546,5742869570.0
빈 그룹,,p,,,,,,,,,,,grp-a001-02-000000021807554,5742869570.0
빈 그룹,,q,,,,,,,,,,,grp-a001-02-000000021807550,5742869570.0
빈 그룹,,r,,,,,,,,,,,grp-a001-02-000000021807549,5742869570.0
빈 그룹,,s,,,,,,,,,,,grp-a001-02-000000021807551,5742869570.0
빈 그룹,,t,,,,,,,,,,,grp-a001-02-000000021807555,5742869570.0
빈 그룹,,u,,,,,,,,,,,grp-a001-02-000000022036013,5742869570.0
빈 그룹,,v,,,,,,,,,,,grp-a001-02-000000021785283,5742869570.0
빈 그룹,,w,,,,,,,,,,,grp-a001-02-000000021785266,5742869570.0
빈 그룹,,x,,,,,,,,,,,grp-a001-02-000000022036032,5742869570.0
빈 그룹,,y,,,,,,,,,,,grp-a001-02-000000021785285,5742869570.0
빈 그룹,,z,,,,,,,,,,,grp-a001-02-000000021736136,5742869570.0
빈 그룹,,za,,,,,,,,,,,grp-a001-02-000000022036028,5742869570.0
입찰가 변경인상 140>170,회전간판 커피잔 조명 포인트 가게 인테리어,원본,6.1,171.0,2.0,0.0,0.0,286.0,0.0,on,140.0,nad-a001-02-000000144208124,grp-a001-02-000000021786478,5742862282.0
신규 소재,미니간판 야채탈수기 벽등 레이저포인터 상가임대 화장실수납장,a,,,,,,,,on,190.0,,grp-a001-02-000000009335164,5742862282.0
신규 소재,도로표지판 커피잔 LED거실등 포인트 양도양수 주방리모델링,b,,,,,,,,on,190.0,,grp-a001-02-000000021854519,5742862282.0
신규 소재,도로표지판 유리컵 벽등 포인트 상가매매 욕실리모델링,c,,,,,,,,on,190.0,,grp-a001-02-000000021807519,5742862282.0
신규 소재,아크릴스카시 다도세트 조명 포인트 편의점창업 인테리어액자,d,,,,,,,,on,190.0,,grp-a001-02-000000021807501,5742862282.0
신규 소재,네온조명 도자기 캠핑조명 포인트 편의점창업 액자,e,,,,,,,,on,190.0,,grp-a001-02-000000021807488,5742862282.0
신규 소재,아크릴간판 야채탈수기 벽조명 포인트 가게 콘솔,f,,,,,,,,on,190.0,,grp-a001-02-000000021807497,5742862282.0
신규 소재,회전간판 청소용품 베란다타일 레이저포인터 양도양수 아파트리모델링,g,,,,,,,,on,190.0,,grp-a001-02-000000021807496,5742862282.0
신규 소재,교통표지판 예쁜접시 단독주택 레이저포인터 소자본창업 예쁜인테리어가구,h,,,,,,,,on,190.0,,grp-a001-02-000000021807523,5742862282.0
신규 소재,철제입간판 때비누 바닥타일 포인트 양도양수 인테리어액자,i,,,,,,,,on,190.0,,grp-a001-02-000000021807511,5742862282.0
빈 그룹,,j,,,,,,,,,,,grp-a001-02-000000021807484,5742862282.0
빈 그룹,,k,,,,,,,,,,,grp-a001-02-000000021807485,5742862282.0
빈 그룹,,l,,,,,,,,,,,grp-a001-02-000000021807486,5742862282.0
빈 그룹,,m,,,,,,,,,,,grp-a001-02-000000021807481,5742862282.0
빈 그룹,,n,,,,,,,,,,,grp-a001-02-000000021807552,5742862282.0
빈 그룹,,o,,,,,,,,,,,grp-a001-02-000000021807546,5742862282.0
빈 그룹,,p,,,,,,,,,,,grp-a001-02-000000021807554,5742862282.0
빈 그룹,,q,,,,,,,,,,,grp-a001-02-000000021807550,5742862282.0
빈 그룹,,r,,,,,,,,,,,grp-a001-02-000000021807549,5742862282.0
빈 그룹,,s,,,,,,,,,,,grp-a001-02-000000021807551,5742862282.0
빈 그룹,,t,,,,,,,,,,,grp-a001-02-000000021807555,5742862282.0
빈 그룹,,u,,,,,,,,,,,grp-a001-02-000000022036013,5742862282.0
빈 그룹,,v,,,,,,,,,,,grp-a001-02-000000021785283,5742862282.0
빈 그룹,,w,,,,,,,,,,,grp-a001-02-000000021785266,5742862282.0
빈 그룹,,x,,,,,,,,,,,grp-a001-02-000000022036032,5742862282.0
빈 그룹,,y,,,,,,,,,,,grp-a001-02-000000021785285,5742862282.0
빈 그룹,,z,,,,,,,,,,,grp-a001-02-000000021736136,5742862282.0
빈 그룹,,za,,,,,,,,,,,grp-a001-02-000000022036028,5742862282.0
소재 점검 필요,현수막 실내외 물통배너 맞춤제작,원본,,,,,,,,on,50.0,nad-a001-02-000000145968682,grp-a001-02-000000021786478,5742862281.0
빈 그룹,,a,,,,,,,,,,,grp-a001-02-000000009335164,5742862281.0
빈 그룹,,b,,,,,,,,,,,grp-a001-02-000000021854519,5742862281.0
빈 그룹,,c,,,,,,,,,,,grp-a001-02-000000021807519,5742862281.0
빈 그룹,,d,,,,,,,,,,,grp-a001-02-000000021807501,5742862281.0
빈 그룹,,e,,,,,,,,,,,grp-a001-02-000000021807488,5742862281.0
빈 그룹,,f,,,,,,,,,,,grp-a001-02-000000021807497,5742862281.0
빈 그룹,,g,,,,,,,,,,,grp-a001-02-000000021807496,5742862281.0
빈 그룹,,h,,,,,,,,,,,grp-a001-02-000000021807523,5742862281.0
빈 그룹,,i,,,,,,,,,,,grp-a001-02-000000021807511,5742862281.0
빈 그룹,,j,,,,,,,,,,,grp-a001-02-000000021807484,5742862281.0
빈 그룹,,k,,,,,,,,,,,grp-a001-02-000000021807485,5742862281.0
빈 그룹,,l,,,,,,,,,,,grp-a001-02-000000021807486,5742862281.0
빈 그룹,,m,,,,,,,,,,,grp-a001-02-000000021807481,5742862281.0
빈 그룹,,n,,,,,,,,,,,grp-a001-02-000000021807552,5742862281.0
빈 그룹,,o,,,,,,,,,,,grp-a001-02-000000021807546,5742862281.0
빈 그룹,,p,,,,,,,,,,,grp-a001-02-000000021807554,5742862281.0
빈 그룹,,q,,,,,,,,,,,grp-a001-02-000000021807550,5742862281.0
빈 그룹,,r,,,,,,,,,,,grp-a001-02-000000021807549,5742862281.0
빈 그룹,,s,,,,,,,,,,,grp-a001-02-000000021807551,5742862281.0
빈 그룹,,t,,,,,,,,,,,grp-a001-02-000000021807555,5742862281.0
빈 그룹,,u,,,,,,,,,,,grp-a001-02-000000022036013,5742862281.0
빈 그룹,,v,,,,,,,,,,,grp-a001-02-000000021785283,5742862281.0
빈 그룹,,w,,,,,,,,,,,grp-a001-02-000000021785266,5742862281.0
빈 그룹,,x,,,,,,,,,,,grp-a001-02-000000022036032,5742862281.0
빈 그룹,,y,,,,,,,,,,,grp-a001-02-000000021785285,5742862281.0
빈 그룹,,z,,,,,,,,,,,grp-a001-02-000000021736136,5742862281.0
빈 그룹,,za,,,,,,,,,,,grp-a001-02-000000022036028,5742862281.0
입찰가 변경인상 100>130,큐브간판 회전간판 사각조명 주문제작,원본,6.8,110.0,2.0,0.0,0.0,121.0,0.0,on,100.0,nad-a001-02-000000144208122,grp-a001-02-000000021786478,5742862280.0
신규 소재,안전표지판 스카시간판 조명쇼핑몰 실링왁스,a,,,,,,,,on,190.0,,grp-a001-02-000000009335164,5742862280.0
신규 소재,스카시 간접조명 레일등 실링왁스,b,,,,,,,,on,190.0,,grp-a001-02-000000021854519,5742862280.0
신규 소재,아크릴제작 어닝 전등 액자제작,c,,,,,,,,on,190.0,,grp-a001-02-000000021807519,5742862280.0
신규 소재,돌출간판 간접조명 스탠드조명 실링왁스,d,,,,,,,,on,190.0,,grp-a001-02-000000021807501,5742862280.0
신규 소재,스카시간판 실내간판 스탠드조명 얼굴가리개,e,,,,,,,,on,190.0,,grp-a001-02-000000021807488,5742862280.0
신규 소재,거치대 입간판 LED거울 아크릴케이스,f,,,,,,,,on,190.0,,grp-a001-02-000000021807497,5742862280.0
신규 소재,LED모듈 간판가격 조명쇼핑몰 어린이집생일선물,g,,,,,,,,on,190.0,,grp-a001-02-000000021807496,5742862280.0
신규 소재,현판 스카시 전등 전기판넬,h,,,,,,,,on,190.0,,grp-a001-02-000000021807523,5742862280.0
신규 소재,가판대 미니간판 거실조명 사은품,i,,,,,,,,on,190.0,,grp-a001-02-000000021807511,5742862280.0
빈 그룹,,j,,,,,,,,,,,grp-a001-02-000000021807484,5742862280.0
빈 그룹,,k,,,,,,,,,,,grp-a001-02-000000021807485,5742862280.0
빈 그룹,,l,,,,,,,,,,,grp-a001-02-000000021807486,5742862280.0
빈 그룹,,m,,,,,,,,,,,grp-a001-02-000000021807481,5742862280.0
빈 그룹,,n,,,,,,,,,,,grp-a001-02-000000021807552,5742862280.0
빈 그룹,,o,,,,,,,,,,,grp-a001-02-000000021807546,5742862280.0
빈 그룹,,p,,,,,,,,,,,grp-a001-02-000000021807554,5742862280.0
빈 그룹,,q,,,,,,,,,,,grp-a001-02-000000021807550,5742862280.0
빈 그룹,,r,,,,,,,,,,,grp-a001-02-000000021807549,5742862280.0
빈 그룹,,s,,,,,,,,,,,grp-a001-02-000000021807551,5742862280.0
빈 그룹,,t,,,,,,,,,,,grp-a001-02-000000021807555,5742862280.0
빈 그룹,,u,,,,,,,,,,,grp-a001-02-000000022036013,5742862280.0
빈 그룹,,v,,,,,,,,,,,grp-a001-02-000000021785283,5742862280.0
빈 그룹,,w,,,,,,,,,,,grp-a001-02-000000021785266,5742862280.0
빈 그룹,,x,,,,,,,,,,,grp-a001-02-000000022036032,5742862280.0
빈 그룹,,y,,,,,,,,,,,grp-a001-02-000000021785285,5742862280.0
빈 그룹,,z,,,,,,,,,,,grp-a001-02-000000021736136,5742862280.0
빈 그룹,,za,,,,,,,,,,,grp-a001-02-000000022036028,5742862280.0
불량 소재,LED형광등 직관램프,원본,3.6,5.0,0.0,0.0,0.0,0.0,0.0,on,50.0,nad-a001-02-000000144208088,grp-a001-02-000000021786478,5742862279.0
빈 그룹,,a,,,,,,,,,,,grp-a001-02-000000009335164,5742862279.0
빈 그룹,,b,,,,,,,,,,,grp-a001-02-000000021854519,5742862279.0
빈 그룹,,c,,,,,,,,,,,grp-a001-02-000000021807519,5742862279.0
빈 그룹,,d,,,,,,,,,,,grp-a001-02-000000021807501,5742862279.0
빈 그룹,,e,,,,,,,,,,,grp-a001-02-000000021807488,5742862279.0
빈 그룹,,f,,,,,,,,,,,grp-a001-02-000000021807497,5742862279.0
빈 그룹,,g,,,,,,,,,,,grp-a001-02-000000021807496,5742862279.0
빈 그룹,,h,,,,,,,,,,,grp-a001-02-000000021807523,5742862279.0
빈 그룹,,i,,,,,,,,,,,grp-a001-02-000000021807511,5742862279.0
빈 그룹,,j,,,,,,,,,,,grp-a001-02-000000021807484,5742862279.0
빈 그룹,,k,,,,,,,,,,,grp-a001-02-000000021807485,5742862279.0
빈 그룹,,l,,,,,,,,,,,grp-a001-02-000000021807486,5742862279.0
빈 그룹,,m,,,,,,,,,,,grp-a001-02-000000021807481,5742862279.0
빈 그룹,,n,,,,,,,,,,,grp-a001-02-000000021807552,5742862279.0
빈 그룹,,o,,,,,,,,,,,grp-a001-02-000000021807546,5742862279.0
빈 그룹,,p,,,,,,,,,,,grp-a001-02-000000021807554,5742862279.0
빈 그룹,,q,,,,,,,,,,,grp-a001-02-000000021807550,5742862279.0
빈 그룹,,r,,,,,,,,,,,grp-a001-02-000000021807549,5742862279.0
빈 그룹,,s,,,,,,,,,,,grp-a001-02-000000021807551,5742862279.0
빈 그룹,,t,,,,,,,,,,,grp-a001-02-000000021807555,5742862279.0
빈 그룹,,u,,,,,,,,,,,grp-a001-02-000000022036013,5742862279.0
빈 그룹,,v,,,,,,,,,,,grp-a001-02-000000021785283,5742862279.0
빈 그룹,,w,,,,,,,,,,,grp-a001-02-000000021785266,5742862279.0
빈 그룹,,x,,,,,,,,,,,grp-a001-02-000000022036032,5742862279.0
빈 그룹,,y,,,,,,,,,,,grp-a001-02-000000021785285,5742862279.0
빈 그룹,,z,,,,,,,,,,,grp-a001-02-000000021736136,5742862279.0
빈 그룹,,za,,,,,,,,,,,grp-a001-02-000000022036028,5742862279.0
대기 소재,현대칼라시트지 HS 일반용 1롤,원본,,,,,,,,on,50.0,nad-a001-02-000000143673316,grp-a001-02-000000021786478,5731013039.0
빈 그룹,,a,,,,,,,,,,,grp-a001-02-000000009335164,5731013039.0
빈 그룹,,b,,,,,,,,,,,grp-a001-02-000000021854519,5731013039.0
빈 그룹,,c,,,,,,,,,,,grp-a001-02-000000021807519,5731013039.0
빈 그룹,,d,,,,,,,,,,,grp-a001-02-000000021807501,5731013039.0
빈 그룹,,e,,,,,,,,,,,grp-a001-02-000000021807488,5731013039.0
빈 그룹,,f,,,,,,,,,,,grp-a001-02-000000021807497,5731013039.0
빈 그룹,,g,,,,,,,,,,,grp-a001-02-000000021807496,5731013039.0
빈 그룹,,h,,,,,,,,,,,grp-a001-02-000000021807523,5731013039.0
빈 그룹,,i,,,,,,,,,,,grp-a001-02-000000021807511,5731013039.0
빈 그룹,,j,,,,,,,,,,,grp-a001-02-000000021807484,5731013039.0
빈 그룹,,k,,,,,,,,,,,grp-a001-02-000000021807485,5731013039.0
빈 그룹,,l,,,,,,,,,,,grp-a001-02-000000021807486,5731013039.0
빈 그룹,,m,,,,,,,,,,,grp-a001-02-000000021807481,5731013039.0
빈 그룹,,n,,,,,,,,,,,grp-a001-02-000000021807552,5731013039.0
빈 그룹,,o,,,,,,,,,,,grp-a001-02-000000021807546,5731013039.0
빈 그룹,,p,,,,,,,,,,,grp-a001-02-000000021807554,5731013039.0
빈 그룹,,q,,,,,,,,,,,grp-a001-02-000000021807550,5731013039.0
빈 그룹,,r,,,,,,,,,,,grp-a001-02-000000021807549,5731013039.0
빈 그룹,,s,,,,,,,,,,,grp-a001-02-000000021807551,5731013039.0
빈 그룹,,t,,,,,,,,,,,grp-a001-02-000000021807555,5731013039.0
빈 그룹,,u,,,,,,,,,,,grp-a001-02-000000022036013,5731013039.0
빈 그룹,,v,,,,,,,,,,,grp-a001-02-000000021785283,5731013039.0
빈 그룹,,w,,,,,,,,,,,grp-a001-02-000000021785266,5731013039.0
빈 그룹,,x,,,,,,,,,,,grp-a001-02-000000022036032,5731013039.0
빈 그룹,,y,,,,,,,,,,,grp-a001-02-000000021785285,5731013039.0
빈 그룹,,z,,,,,,,,,,,grp-a001-02-000000021736136,5731013039.0
빈 그룹,,za,,,,,,,,,,,grp-a001-02-000000022036028,5731013039.0
양호 소재,현대칼라시트지 HL 조명용 1롤,원본,2.3,23.0,4.0,0.0,0.0,220.0,0.0,on,50.0,nad-a001-02-000000145968683,grp-a001-02-000000021786478,5731013038.0
신규 소재,현대칼라시트지 HL 조명용 1롤,a,,,,,,,,on,190.0,,grp-a001-02-000000009335164,5731013038.0
신규 소재,현대칼라시트지 HL 조명용 1롤,b,,,,,,,,on,190.0,,grp-a001-02-000000021854519,5731013038.0
신규 소재,현대칼라시트지 HL 조명용 1롤,c,,,,,,,,on,190.0,,grp-a001-02-000000021807519,5731013038.0
신규 소재,현대칼라시트지 HL 조명용 1롤,d,,,,,,,,on,190.0,,grp-a001-02-000000021807501,5731013038.0
신규 소재,현대칼라시트지 HL 조명용 1롤,e,,,,,,,,on,190.0,,grp-a001-02-000000021807488,5731013038.0
신규 소재,현대칼라시트지 HL 조명용 1롤,f,,,,,,,,on,190.0,,grp-a001-02-000000021807497,5731013038.0
신규 소재,현대칼라시트지 HL 조명용 1롤,g,,,,,,,,on,190.0,,grp-a001-02-000000021807496,5731013038.0
신규 소재,현대칼라시트지 HL 조명용 1롤,h,,,,,,,,on,190.0,,grp-a001-02-000000021807523,5731013038.0
신규 소재,현대칼라시트지 HL 조명용 1롤,i,,,,,,,,on,190.0,,grp-a001-02-000000021807511,5731013038.0
빈 그룹,,j,,,,,,,,,,,grp-a001-02-000000021807484,5731013038.0
빈 그룹,,k,,,,,,,,,,,grp-a001-02-000000021807485,5731013038.0
빈 그룹,,l,,,,,,,,,,,grp-a001-02-000000021807486,5731013038.0
빈 그룹,,m,,,,,,,,,,,grp-a001-02-000000021807481,5731013038.0
빈 그룹,,n,,,,,,,,,,,grp-a001-02-000000021807552,5731013038.0
빈 그룹,,o,,,,,,,,,,,grp-a001-02-000000021807546,5731013038.0
빈 그룹,,p,,,,,,,,,,,grp-a001-02-000000021807554,5731013038.0
빈 그룹,,q,,,,,,,,,,,grp-a001-02-000000021807550,5731013038.0
빈 그룹,,r,,,,,,,,,,,grp-a001-02-000000021807549,5731013038.0
빈 그룹,,s,,,,,,,,,,,grp-a001-02-000000021807551,5731013038.0
빈 그룹,,t,,,,,,,,,,,grp-a001-02-000000021807555,5731013038.0
빈 그룹,,u,,,,,,,,,,,grp-a001-02-000000022036013,5731013038.0
빈 그룹,,v,,,,,,,,,,,grp-a001-02-000000021785283,5731013038.0
빈 그룹,,w,,,,,,,,,,,grp-a001-02-000000021785266,5731013038.0
빈 그룹,,x,,,,,,,,,,,grp-a001-02-000000022036032,5731013038.0
빈 그룹,,y,,,,,,,,,,,grp-a001-02-000000021785285,5731013038.0
빈 그룹,,z,,,,,,,,,,,grp-a001-02-000000021736136,5731013038.0
빈 그룹,,za,,,,,,,,,,,grp-a001-02-000000022036028,5731013038.0
불량 소재,현대칼라시트지 AD 옥외용 1롤,원본,3.5,2.0,0.0,0.0,0.0,0.0,0.0,on,50.0,nad-a001-02-000000143673313,grp-a001-02-000000021786478,5731013037.0
빈 그룹,,a,,,,,,,,,,,grp-a001-02-000000009335164,5731013037.0
빈 그룹,,b,,,,,,,,,,,grp-a001-02-000000021854519,5731013037.0
빈 그룹,,c,,,,,,,,,,,grp-a001-02-000000021807519,5731013037.0
빈 그룹,,d,,,,,,,,,,,grp-a001-02-000000021807501,5731013037.0
빈 그룹,,e,,,,,,,,,,,grp-a001-02-000000021807488,5731013037.0
빈 그룹,,f,,,,,,,,,,,grp-a001-02-000000021807497,5731013037.0
빈 그룹,,g,,,,,,,,,,,grp-a001-02-000000021807496,5731013037.0
빈 그룹,,h,,,,,,,,,,,grp-a001-02-000000021807523,5731013037.0
빈 그룹,,i,,,,,,,,,,,grp-a001-02-000000021807511,5731013037.0
빈 그룹,,j,,,,,,,,,,,grp-a001-02-000000021807484,5731013037.0
빈 그룹,,k,,,,,,,,,,,grp-a001-02-000000021807485,5731013037.0
빈 그룹,,l,,,,,,,,,,,grp-a001-02-000000021807486,5731013037.0
빈 그룹,,m,,,,,,,,,,,grp-a001-02-000000021807481,5731013037.0
빈 그룹,,n,,,,,,,,,,,grp-a001-02-000000021807552,5731013037.0
빈 그룹,,o,,,,,,,,,,,grp-a001-02-000000021807546,5731013037.0
빈 그룹,,p,,,,,,,,,,,grp-a001-02-000000021807554,5731013037.0
빈 그룹,,q,,,,,,,,,,,grp-a001-02-000000021807550,5731013037.0
빈 그룹,,r,,,,,,,,,,,grp-a001-02-000000021807549,5731013037.0
빈 그룹,,s,,,,,,,,,,,grp-a001-02-000000021807551,5731013037.0
빈 그룹,,t,,,,,,,,,,,grp-a001-02-000000021807555,5731013037.0
빈 그룹,,u,,,,,,,,,,,grp-a001-02-000000022036013,5731013037.0
빈 그룹,,v,,,,,,,,,,,grp-a001-02-000000021785283,5731013037.0
빈 그룹,,w,,,,,,,,,,,grp-a001-02-000000021785266,5731013037.0
빈 그룹,,x,,,,,,,,,,,grp-a001-02-000000022036032,5731013037.0
빈 그룹,,y,,,,,,,,,,,grp-a001-02-000000021785285,5731013037.0
빈 그룹,,z,,,,,,,,,,,grp-a001-02-000000021736136,5731013037.0
빈 그룹,,za,,,,,,,,,,,grp-a001-02-000000022036028,5731013037.0
대기 소재,현대엠보시트지 122폭 1롤,원본,,,,,,,,on,50.0,nad-a001-02-000000143673314,grp-a001-02-000000021786478,5731013036.0
빈 그룹,,a,,,,,,,,,,,grp-a001-02-000000009335164,5731013036.0
빈 그룹,,b,,,,,,,,,,,grp-a001-02-000000021854519,5731013036.0
빈 그룹,,c,,,,,,,,,,,grp-a001-02-000000021807519,5731013036.0
빈 그룹,,d,,,,,,,,,,,grp-a001-02-000000021807501,5731013036.0
빈 그룹,,e,,,,,,,,,,,grp-a001-02-000000021807488,5731013036.0
빈 그룹,,f,,,,,,,,,,,grp-a001-02-000000021807497,5731013036.0
빈 그룹,,g,,,,,,,,,,,grp-a001-02-000000021807496,5731013036.0
빈 그룹,,h,,,,,,,,,,,grp-a001-02-000000021807523,5731013036.0
빈 그룹,,i,,,,,,,,,,,grp-a001-02-000000021807511,5731013036.0
빈 그룹,,j,,,,,,,,,,,grp-a001-02-000000021807484,5731013036.0
빈 그룹,,k,,,,,,,,,,,grp-a001-02-000000021807485,5731013036.0
빈 그룹,,l,,,,,,,,,,,grp-a001-02-000000021807486,5731013036.0
빈 그룹,,m,,,,,,,,,,,grp-a001-02-000000021807481,5731013036.0
빈 그룹,,n,,,,,,,,,,,grp-a001-02-000000021807552,5731013036.0
빈 그룹,,o,,,,,,,,,,,grp-a001-02-000000021807546,5731013036.0
빈 그룹,,p,,,,,,,,,,,grp-a001-02-000000021807554,5731013036.0
빈 그룹,,q,,,,,,,,,,,grp-a001-02-000000021807550,5731013036.0
빈 그룹,,r,,,,,,,,,,,grp-a001-02-000000021807549,5731013036.0
빈 그룹,,s,,,,,,,,,,,grp-a001-02-000000021807551,5731013036.0
빈 그룹,,t,,,,,,,,,,,grp-a001-02-000000021807555,5731013036.0
빈 그룹,,u,,,,,,,,,,,grp-a001-02-000000022036013,5731013036.0
빈 그룹,,v,,,,,,,,,,,grp-a001-02-000000021785283,5731013036.0
빈 그룹,,w,,,,,,,,,,,grp-a001-02-000000021785266,5731013036.0
빈 그룹,,x,,,,,,,,,,,grp-a001-02-000000022036032,5731013036.0
빈 그룹,,y,,,,,,,,,,,grp-a001-02-000000021785285,5731013036.0
빈 그룹,,z,,,,,,,,,,,grp-a001-02-000000021736136,5731013036.0
빈 그룹,,za,,,,,,,,,,,grp-a001-02-000000022036028,5731013036.0
대기 소재,현대엠보시트지 100폭 1롤,원본,,,,,,,,on,50.0,nad-a001-02-000000143673312,grp-a001-02-000000021786478,5731013035.0
빈 그룹,,a,,,,,,,,,,,grp-a001-02-000000009335164,5731013035.0
빈 그룹,,b,,,,,,,,,,,grp-a001-02-000000021854519,5731013035.0
빈 그룹,,c,,,,,,,,,,,grp-a001-02-000000021807519,5731013035.0
빈 그룹,,d,,,,,,,,,,,grp-a001-02-000000021807501,5731013035.0
빈 그룹,,e,,,,,,,,,,,grp-a001-02-000000021807488,5731013035.0
빈 그룹,,f,,,,,,,,,,,grp-a001-02-000000021807497,5731013035.0
빈 그룹,,g,,,,,,,,,,,grp-a001-02-000000021807496,5731013035.0
빈 그룹,,h,,,,,,,,,,,grp-a001-02-000000021807523,5731013035.0
빈 그룹,,i,,,,,,,,,,,grp-a001-02-000000021807511,5731013035.0
빈 그룹,,j,,,,,,,,,,,grp-a001-02-000000021807484,5731013035.0
빈 그룹,,k,,,,,,,,,,,grp-a001-02-000000021807485,5731013035.0
빈 그룹,,l,,,,,,,,,,,grp-a001-02-000000021807486,5731013035.0
빈 그룹,,m,,,,,,,,,,,grp-a001-02-000000021807481,5731013035.0
빈 그룹,,n,,,,,,,,,,,grp-a001-02-000000021807552,5731013035.0
빈 그룹,,o,,,,,,,,,,,grp-a001-02-000000021807546,5731013035.0
빈 그룹,,p,,,,,,,,,,,grp-a001-02-000000021807554,5731013035.0
빈 그룹,,q,,,,,,,,,,,grp-a001-02-000000021807550,5731013035.0
빈 그룹,,r,,,,,,,,,,,grp-a001-02-000000021807549,5731013035.0
빈 그룹,,s,,,,,,,,,,,grp-a001-02-000000021807551,5731013035.0
빈 그룹,,t,,,,,,,,,,,grp-a001-02-000000021807555,5731013035.0
빈 그룹,,u,,,,,,,,,,,grp-a001-02-000000022036013,5731013035.0
빈 그룹,,v,,,,,,,,,,,grp-a001-02-000000021785283,5731013035.0
빈 그룹,,w,,,,,,,,,,,grp-a001-02-000000021785266,5731013035.0
빈 그룹,,x,,,,,,,,,,,grp-a001-02-000000022036032,5731013035.0
빈 그룹,,y,,,,,,,,,,,grp-a001-02-000000021785285,5731013035.0
빈 그룹,,z,,,,,,,,,,,grp-a001-02-000000021736136,5731013035.0
빈 그룹,,za,,,,,,,,,,,grp-a001-02-000000022036028,5731013035.0
입찰가 변경인상 60>90,현대보조시트지 1롤,원본,16.5,2.0,0.0,0.0,0.0,0.0,0.0,on,60.0,nad-a001-02-000000143673318,grp-a001-02-000000021786478,5731013034.0
신규 소재,현대보조시트지 1롤,a,,,,,,,,on,190.0,,grp-a001-02-000000009335164,5731013034.0
신규 소재,현대보조시트지 1롤,b,,,,,,,,on,190.0,,grp-a001-02-000000021854519,5731013034.0
신규 소재,현대보조시트지 1롤,c,,,,,,,,on,190.0,,grp-a001-02-000000021807519,5731013034.0
신규 소재,현대보조시트지 1롤,d,,,,,,,,on,190.0,,grp-a001-02-000000021807501,5731013034.0
신규 소재,현대보조시트지 1롤,e,,,,,,,,on,190.0,,grp-a001-02-000000021807488,5731013034.0
신규 소재,현대보조시트지 1롤,f,,,,,,,,on,190.0,,grp-a001-02-000000021807497,5731013034.0
신규 소재,현대보조시트지 1롤,g,,,,,,,,on,190.0,,grp-a001-02-000000021807496,5731013034.0
신규 소재,현대보조시트지 1롤,h,,,,,,,,on,190.0,,grp-a001-02-000000021807523,5731013034.0
신규 소재,현대보조시트지 1롤,i,,,,,,,,on,190.0,,grp-a001-02-000000021807511,5731013034.0
빈 그룹,,j,,,,,,,,,,,grp-a001-02-000000021807484,5731013034.0
빈 그룹,,k,,,,,,,,,,,grp-a001-02-000000021807485,5731013034.0
빈 그룹,,l,,,,,,,,,,,grp-a001-02-000000021807486,5731013034.0
빈 그룹,,m,,,,,,,,,,,grp-a001-02-000000021807481,5731013034.0
빈 그룹,,n,,,,,,,,,,,grp-a001-02-000000021807552,5731013034.0
빈 그룹,,o,,,,,,,,,,,grp-a001-02-000000021807546,5731013034.0
빈 그룹,,p,,,,,,,,,,,grp-a001-02-000000021807554,5731013034.0
빈 그룹,,q,,,,,,,,,,,grp-a001-02-000000021807550,5731013034.0
빈 그룹,,r,,,,,,,,,,,grp-a001-02-000000021807549,5731013034.0
빈 그룹,,s,,,,,,,,,,,grp-a001-02-000000021807551,5731013034.0
빈 그룹,,t,,,,,,,,,,,grp-a001-02-000000021807555,5731013034.0
빈 그룹,,u,,,,,,,,,,,grp-a001-02-000000022036013,5731013034.0
빈 그룹,,v,,,,,,,,,,,grp-a001-02-000000021785283,5731013034.0
빈 그룹,,w,,,,,,,,,,,grp-a001-02-000000021785266,5731013034.0
빈 그룹,,x,,,,,,,,,,,grp-a001-02-000000022036032,5731013034.0
빈 그룹,,y,,,,,,,,,,,grp-a001-02-000000021785285,5731013034.0
빈 그룹,,z,,,,,,,,,,,grp-a001-02-000000021736136,5731013034.0
빈 그룹,,za,,,,,,,,,,,grp-a001-02-000000022036028,5731013034.0
