노출상태,노출상품명,광고그룹 이름,평균노출순위,노출수,클릭수,전환수,전환율,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,광고그룹 ID,상품 ID
off 소재,포장방문배달 전문점 샵인테리어소품,p,,,,,,,,off,140.0,nad-a001-02-000000141207064,grp-a001-02-000000021807554,5237576830.0
off 소재,포장방문배달 전문점 벽면간판,n,,,,,,,,off,140.0,nad-a001-02-000000141206794,grp-a001-02-000000021807552,5237576830.0
off 소재,포장방문배달 전문점 술집오픈선물,l,,,,,,,,off,140.0,nad-a001-02-000000141206841,grp-a001-02-000000021807486,5237576830.0
off 소재,포장방문배달 전문점 벽꾸미기,k,,,,,,,,off,140.0,nad-a001-02-000000141206776,grp-a001-02-000000021807485,5237576830.0
off 소재,-,j,,,,,,,,off,220.0,nad-a001-02-000000138288701,grp-a001-02-000000021807484,5237576830.0
off 소재,포장방문배달 전문점 이니셜사인,h,,,,,,,,off,140.0,nad-a001-02-000000141206943,grp-a001-02-000000021807523,5237576830.0
off 소재,포장방문배달 전문점 안내판,c,,,,,,,,off,140.0,nad-a001-02-000000141206862,grp-a001-02-000000021807519,5237576830.0
off 소재,방문포장배달 결혼 신혼 개업 창업 선물,b,,,,,,,,off,80.0,nad-a001-02-000000138741053,grp-a001-02-000000021854519,5237576830.0
off 소재,-,a,,,,,,,,off,140.0,nad-a001-02-000000138098432,grp-a001-02-000000009335164,5237576830.0
입찰가 변경인상 250>280,테이크아웃간판 TAKEOUT LED간판,원본,7.9,33.0,3.0,1.0,33.33,649.0,69000.0,on,250.0,nad-a001-02-000000138272069,grp-a001-02-000000021786478,5236037509.0
신규 소재,벽메뉴판 강화가볼만한곳 간판만들기,a,,,,,,,,on,190.0,,grp-a001-02-000000009335164,5236037509.0
신규 소재,테이크아웃간판 TAKEOUT 네온사인주문제작,b,,,,,,,,on,190.0,,grp-a001-02-000000021854519,5236037509.0
신규 소재,벽메뉴판 서울가볼만한곳 마스크착용안내문,c,,,,,,,,on,190.0,,grp-a001-02-000000021807519,5236037509.0
신규 소재,벽메뉴판 경기가볼만한곳 로고만들기,d,,,,,,,,on,190.0,,grp-a001-02-000000021807501,5236037509.0
신규 소재,벽메뉴판 강화가볼만한곳 LED등,e,,,,,,,,on,190.0,,grp-a001-02-000000021807488,5236037509.0
신규 소재,테이크아웃간판 경기도가볼만한곳 LED모듈,f,,,,,,,,on,190.0,,grp-a001-02-000000021807497,5236037509.0
신규 소재,테이크아웃간판 경기가볼만한곳 미니간판,g,,,,,,,,on,190.0,,grp-a001-02-000000021807496,5236037509.0
신규 소재,알파벳스티커 강화가볼만한곳 도로표지판,h,,,,,,,,on,190.0,,grp-a001-02-000000021807523,5236037509.0
신규 소재,벽메뉴판 경기가볼만한곳 프리랜서,i,,,,,,,,on,190.0,,grp-a001-02-000000021807511,5236037509.0
빈 그룹,,j,,,,,,,,,,,grp-a001-02-000000021807484,5236037509.0
빈 그룹,,k,,,,,,,,,,,grp-a001-02-000000021807485,5236037509.0
빈 그룹,,l,,,,,,,,,,,grp-a001-02-000000021807486,5236037509.0
빈 그룹,,m,,,,,,,,,,,grp-a001-02-000000021807481,5236037509.0
빈 그룹,,n,,,,,,,,,,,grp-a001-02-000000021807552,5236037509.0
빈 그룹,,o,,,,,,,,,,,grp-a001-02-000000021807546,5236037509.0
빈 그룹,,p,,,,,,,,,,,grp-a001-02-000000021807554,5236037509.0
빈 그룹,,q,,,,,,,,,,,grp-a001-02-000000021807550,5236037509.0
빈 그룹,,r,,,,,,,,,,,grp-a001-02-000000021807549,5236037509.0
빈 그룹,,s,,,,,,,,,,,grp-a001-02-000000021807551,5236037509.0
빈 그룹,,t,,,,,,,,,,,grp-a001-02-000000021807555,5236037509.0
빈 그룹,,u,,,,,,,,,,,grp-a001-02-000000022036013,5236037509.0
빈 그룹,,v,,,,,,,,,,,grp-a001-02-000000021785283,5236037509.0
빈 그룹,,w,,,,,,,,,,,grp-a001-02-000000021785266,5236037509.0
빈 그룹,,x,,,,,,,,,,,grp-a001-02-000000022036032,5236037509.0
빈 그룹,,y,,,,,,,,,,,grp-a001-02-000000021785285,5236037509.0
빈 그룹,,z,,,,,,,,,,,grp-a001-02-000000021736136,5236037509.0
빈 그룹,,za,,,,,,,,,,,grp-a001-02-000000022036028,5236037509.0
입찰가 변경인상 380>410,수제맥주잔 캠핑간판,e,6.3,640.0,2.0,0.0,0.0,814.0,0.0,on,380.0,nad-a001-02-000000138288677,grp-a001-02-000000021807488,5229304479.0
입찰가 변경인상 380>410,맥주잔 홈포차 와인 나래바 화자카야 LED간판,m,8.0,242.0,6.0,0.0,0.0,1903.0,0.0,on,380.0,nad-a001-02-000000138288510,grp-a001-02-000000021807481,5229304479.0
입찰가 변경인상 340>370,수제맥주잔 영업중간판,o,9.1,178.0,1.0,0.0,0.0,319.0,0.0,on,340.0,nad-a001-02-000000138288561,grp-a001-02-000000021807546,5229304479.0
양호 소재,맥주 팻말 벽간판 푯말 디자인문패,원본,4.2,104.0,1.0,0.0,0.0,286.0,0.0,on,210.0,nad-a001-02-000000138104755,grp-a001-02-000000021786478,5229304479.0
입찰가 변경인상 260>290,수제맥주잔 오픈네온사인,g,51.4,13.0,0.0,0.0,0.0,0.0,0.0,on,260.0,nad-a001-02-000000138288656,grp-a001-02-000000021807496,5229304479.0
입찰가 변경인상 260>290,수제맥주잔 LED아크릴간판,i,45.5,6.0,0.0,0.0,0.0,0.0,0.0,on,260.0,nad-a001-02-000000138288586,grp-a001-02-000000021807511,5229304479.0
입찰가 변경인상 210>240,맥주 주점 로고사인,za,11.6,5.0,0.0,0.0,0.0,0.0,0.0,on,210.0,nad-a001-02-000000140183837,grp-a001-02-000000022036028,5229304479.0
입찰가 변경인상 230>260,맥주잔 채널사인,f,46.5,4.0,0.0,0.0,0.0,0.0,0.0,on,230.0,nad-a001-02-000000138288635,grp-a001-02-000000021807497,5229304479.0
대기 소재,수제맥주점 영업중 오픈간판 개업선물,z,,,,,,,,on,140.0,nad-a001-02-000000137752675,grp-a001-02-000000021736136,5229304479.0
대기 소재,수제맥주점 영업중간판,y,,,,,,,,on,140.0,nad-a001-02-000000138098234,grp-a001-02-000000021785285,5229304479.0
off 소재,수제맥주잔 아크릴 네온글씨 글자 LED간판,x,,,,,,,,off,80.0,nad-a001-02-000000140183871,grp-a001-02-000000022036032,5229304479.0
off 소재,수제맥주점 영업중 나래바네온사인 캠핑문패,w,,,,,,,,off,140.0,nad-a001-02-000000138098210,grp-a001-02-000000021785266,5229304479.0
off 소재,수제맥주점 포인트 채널 캠핑 LED아크릴간판,v,,,,,,,,off,140.0,nad-a001-02-000000138098228,grp-a001-02-000000021785283,5229304479.0
off 소재,맥주 주점 대문인테리어,u,,,,,,,,off,80.0,nad-a001-02-000000140183808,grp-a001-02-000000022036013,5229304479.0
off 소재,수제맥주잔 대문문패,t,,,,,,,,off,230.0,nad-a001-02-000000138288532,grp-a001-02-000000021807555,5229304479.0
off 소재,맥주 주점 아크릴글자,s,,,,,,,,off,140.0,nad-a001-02-000000141207007,grp-a001-02-000000021807551,5229304479.0
off 소재,맥주 주점 추가인테리어,r,,,,,,,,off,140.0,nad-a001-02-000000141207030,grp-a001-02-000000021807549,5229304479.0
off 소재,맥주 주점 홈간판,q,,,,,,,,off,140.0,nad-a001-02-000000141206967,grp-a001-02-000000021807550,5229304479.0
off 소재,맥주 주점 샵인테리어소품,p,,,,,,,,off,140.0,nad-a001-02-000000141207065,grp-a001-02-000000021807554,5229304479.0
off 소재,맥주 주점 벽면간판,n,,,,,,,,off,140.0,nad-a001-02-000000141206797,grp-a001-02-000000021807552,5229304479.0
off 소재,맥주 주점 술집오픈선물,l,,,,,,,,off,140.0,nad-a001-02-000000141206842,grp-a001-02-000000021807486,5229304479.0
off 소재,맥주 주점 벽꾸미기,k,,,,,,,,off,140.0,nad-a001-02-000000141206777,grp-a001-02-000000021807485,5229304479.0
off 소재,맥주주점 코로나영업재개 창문장식인테리어,j,,,,,,,,off,230.0,nad-a001-02-000000138288703,grp-a001-02-000000021807484,5229304479.0
off 소재,맥주 주점 이니셜사인,h,,,,,,,,off,140.0,nad-a001-02-000000141206944,grp-a001-02-000000021807523,5229304479.0
off 소재,-,d,,,,,,,,off,220.0,nad-a001-02-000000138288607,grp-a001-02-000000021807501,5229304479.0
off 소재,맥주 주점 안내판,c,,,,,,,,off,140.0,nad-a001-02-000000141206863,grp-a001-02-000000021807519,5229304479.0
off 소재,수제맥주잔 결혼 신혼 개업 창업 선물,b,,,,,,,,off,80.0,nad-a001-02-000000138741057,grp-a001-02-000000021854519,5229304479.0
off 소재,수제맥주점 영업중 창문작은간판 사이드후광LED,a,,,,,,,,off,140.0,nad-a001-02-000000137580743,grp-a001-02-000000009335164,5229304479.0
불량 소재,수제맥주 술집 네온 문자조명 LED 개업선물,원본,3.1,9.0,0.0,0.0,0.0,0.0,0.0,on,60.0,nad-a001-02-000000138272070,grp-a001-02-000000021786478,5223844191.0
빈 그룹,,a,,,,,,,,,,,grp-a001-02-000000009335164,5223844191.0
빈 그룹,,b,,,,,,,,,,,grp-a001-02-000000021854519,5223844191.0
빈 그룹,,c,,,,,,,,,,,grp-a001-02-000000021807519,5223844191.0
빈 그룹,,d,,,,,,,,,,,grp-a001-02-000000021807501,5223844191.0
빈 그룹,,e,,,,,,,,,,,grp-a001-02-000000021807488,5223844191.0
빈 그룹,,f,,,,,,,,,,,grp-a001-02-000000021807497,5223844191.0
빈 그룹,,g,,,,,,,,,,,grp-a001-02-000000021807496,5223844191.0
빈 그룹,,h,,,,,,,,,,,grp-a001-02-000000021807523,5223844191.0
빈 그룹,,i,,,,,,,,,,,grp-a001-02-000000021807511,5223844191.0
빈 그룹,,j,,,,,,,,,,,grp-a001-02-000000021807484,5223844191.0
빈 그룹,,k,,,,,,,,,,,grp-a001-02-000000021807485,5223844191.0
빈 그룹,,l,,,,,,,,,,,grp-a001-02-000000021807486,5223844191.0
빈 그룹,,m,,,,,,,,,,,grp-a001-02-000000021807481,5223844191.0
빈 그룹,,n,,,,,,,,,,,grp-a001-02-000000021807552,5223844191.0
빈 그룹,,o,,,,,,,,,,,grp-a001-02-000000021807546,5223844191.0
빈 그룹,,p,,,,,,,,,,,grp-a001-02-000000021807554,5223844191.0
빈 그룹,,q,,,,,,,,,,,grp-a001-02-000000021807550,5223844191.0
빈 그룹,,r,,,,,,,,,,,grp-a001-02-000000021807549,5223844191.0
빈 그룹,,s,,,,,,,,,,,grp-a001-02-000000021807551,5223844191.0
빈 그룹,,t,,,,,,,,,,,grp-a001-02-000000021807555,5223844191.0
빈 그룹,,u,,,,,,,,,,,grp-a001-02-000000022036013,5223844191.0
빈 그룹,,v,,,,,,,,,,,grp-a001-02-000000021785283,5223844191.0
빈 그룹,,w,,,,,,,,,,,grp-a001-02-000000021785266,5223844191.0
빈 그룹,,x,,,,,,,,,,,grp-a001-02-000000022036032,5223844191.0
빈 그룹,,y,,,,,,,,,,,grp-a001-02-000000021785285,5223844191.0
빈 그룹,,z,,,,,,,,,,,grp-a001-02-000000021736136,5223844191.0
빈 그룹,,za,,,,,,,,,,,grp-a001-02-000000022036028,5223844191.0
입찰가 변경인상 380>410,셀프바뷔페 캠핑간판,e,6.1,667.0,3.0,0.0,0.0,1254.0,0.0,on,380.0,nad-a001-02-000000138288679,grp-a001-02-000000021807488,5223485305.0
입찰가 변경인상 340>370,셀프바뷔페 영업중간판,o,6.7,256.0,0.0,0.0,0.0,0.0,0.0,on,340.0,nad-a001-02-000000138288563,grp-a001-02-000000021807546,5223485305.0
양호 소재,셀프바 홈포차 와인 나래바 화자카야 LED간판,m,4.2,134.0,1.0,0.0,0.0,308.0,0.0,on,310.0,nad-a001-02-000000138288512,grp-a001-02-000000021807481,5223485305.0
입찰가 변경인상 200>230,셀프바뷔페 LED아크릴간판,i,18.1,25.0,0.0,0.0,0.0,0.0,0.0,on,200.0,nad-a001-02-000000138288588,grp-a001-02-000000021807511,5223485305.0
입찰가 변경인상 300>330,셀프바뷔페 캠핑문패,j,10.0,7.0,0.0,0.0,0.0,0.0,0.0,on,300.0,nad-a001-02-000000138288705,grp-a001-02-000000021807484,5223485305.0
입찰가 변경인상 300>330,셀프바뷔페 대문문패,t,40.8,4.0,0.0,0.0,0.0,0.0,0.0,on,300.0,nad-a001-02-000000138288534,grp-a001-02-000000021807555,5223485305.0
입찰가 변경인상 230>260,셀프바 채널사인,f,45.3,4.0,0.0,0.0,0.0,0.0,0.0,on,230.0,nad-a001-02-000000138288637,grp-a001-02-000000021807497,5223485305.0
입찰가 변경인상 320>350,셀프바뷔페 포인트간판,d,33.0,1.0,0.0,0.0,0.0,0.0,0.0,on,320.0,nad-a001-02-000000138288609,grp-a001-02-000000021807501,5223485305.0
대기 소재,뷔페 셀프바 네온 문자조명 LED간판 개업선물,원본,,,,,,,,on,140.0,nad-a001-02-000000138272071,grp-a001-02-000000021786478,5223485305.0
대기 소재,셀프바 로고사인,za,,,,,,,,on,140.0,nad-a001-02-000000140183839,grp-a001-02-000000022036028,5223485305.0
off 소재,셀프바 뷔페 영업중 오픈간판 개업선물,z,,,,,,,,off,140.0,nad-a001-02-000000138287048,grp-a001-02-000000021736136,5223485305.0
off 소재,셀프바 뷔페 영업중간판,y,,,,,,,,off,200.0,nad-a001-02-000000138287091,grp-a001-02-000000021785285,5223485305.0
off 소재,셀프바뷔페 아크릴 네온글씨 글자 LED간판,x,,,,,,,,off,80.0,nad-a001-02-000000140183873,grp-a001-02-000000022036032,5223485305.0
off 소재,-,w,,,,,,,,off,220.0,nad-a001-02-000000138287070,grp-a001-02-000000021785266,5223485305.0
off 소재,셀프바 포인트 채널 LED아크릴 캠핑간판,v,,,,,,,,off,140.0,nad-a001-02-000000138286293,grp-a001-02-000000021785283,5223485305.0
off 소재,셀프바 대문인테리어,u,,,,,,,,off,80.0,nad-a001-02-000000140183810,grp-a001-02-000000022036013,5223485305.0
off 소재,셀프바 아크릴글자,s,,,,,,,,off,140.0,nad-a001-02-000000141207009,grp-a001-02-000000021807551,5223485305.0
off 소재,셀프바 추가인테리어,r,,,,,,,,off,140.0,nad-a001-02-000000141207031,grp-a001-02-000000021807549,5223485305.0
off 소재,셀프바 홈간판,q,,,,,,,,off,140.0,nad-a001-02-000000141206968,grp-a001-02-000000021807550,5223485305.0
off 소재,셀프바 샵인테리어소품,p,,,,,,,,off,140.0,nad-a001-02-000000141207066,grp-a001-02-000000021807554,5223485305.0
off 소재,셀프바 벽면간판,n,,,,,,,,off,140.0,nad-a001-02-000000141206798,grp-a001-02-000000021807552,5223485305.0
off 소재,셀프바 술집오픈선물,l,,,,,,,,off,140.0,nad-a001-02-000000141206843,grp-a001-02-000000021807486,5223485305.0
off 소재,셀프바 벽꾸미기,k,,,,,,,,off,140.0,nad-a001-02-000000141206778,grp-a001-02-000000021807485,5223485305.0
off 소재,셀프바 이니셜사인,h,,,,,,,,off,140.0,nad-a001-02-000000141206945,grp-a001-02-000000021807523,5223485305.0
off 소재,셀프바 사이드간판,g,,,,,,,,off,140.0,nad-a001-02-000000141206823,grp-a001-02-000000021807496,5223485305.0
off 소재,셀프바 안내판,c,,,,,,,,off,140.0,nad-a001-02-000000141206864,grp-a001-02-000000021807519,5223485305.0
off 소재,셀프바뷔페 결혼 신혼 개업 창업 선물,b,,,,,,,,off,80.0,nad-a001-02-000000138741059,grp-a001-02-000000021854519,5223485305.0
off 소재,셀프바 뷔페 영업중 창문간판 사이드후광LED,a,,,,,,,,off,140.0,nad-a001-02-000000138286768,grp-a001-02-000000009335164,5223485305.0
입찰가 변경인상 340>370,LED 오픈간판 OPEN 사인 개업선물,원본,6.7,447.0,4.0,1.0,25.0,1617.0,69000.0,on,340.0,nad-a001-02-000000138272072,grp-a001-02-000000021786478,5058582418.0
신규 소재,LED컨버터 레터링스티커 푯말 갈바 화분배달,a,,,,,,,,on,190.0,,grp-a001-02-000000009335164,5058582418.0
신규 소재,LED간접조명 레터링스티커 CLOSED 안내판 나무화분,b,,,,,,,,on,190.0,,grp-a001-02-000000021854519,5058582418.0
신규 소재,LED주방등 레터링스티커 OPEN 야외조명 고무나무,c,,,,,,,,on,190.0,,grp-a001-02-000000021807519,5058582418.0
신규 소재,LED전등 레터링스티커 OPEN 우드락폼보드 대형토분,d,,,,,,,,on,190.0,,grp-a001-02-000000021807501,5058582418.0
신규 소재,LED주방등 돌출간판 푯말 경찰조끼 화분,e,,,,,,,,on,190.0,,grp-a001-02-000000021807488,5058582418.0
신규 소재,전기수리 돌출간판 CLOSED K2조끼 발매트,f,,,,,,,,on,190.0,,grp-a001-02-000000021807497,5058582418.0
신규 소재,아크릴간판 레터링스티커 CLOSED 로고디자인 나무화분,g,,,,,,,,on,190.0,,grp-a001-02-000000021807496,5058582418.0
신규 소재,LED전광판 에어간판 푯말 갈바 도자기화분,h,,,,,,,,on,190.0,,grp-a001-02-000000021807523,5058582418.0
신규 소재,LED전등교체 에어간판 OPEN 사인 천일염,i,,,,,,,,on,190.0,,grp-a001-02-000000021807511,5058582418.0
빈 그룹,,j,,,,,,,,,,,grp-a001-02-000000021807484,5058582418.0
빈 그룹,,k,,,,,,,,,,,grp-a001-02-000000021807485,5058582418.0
빈 그룹,,l,,,,,,,,,,,grp-a001-02-000000021807486,5058582418.0
빈 그룹,,m,,,,,,,,,,,grp-a001-02-000000021807481,5058582418.0
빈 그룹,,n,,,,,,,,,,,grp-a001-02-000000021807552,5058582418.0
빈 그룹,,o,,,,,,,,,,,grp-a001-02-000000021807546,5058582418.0
빈 그룹,,p,,,,,,,,,,,grp-a001-02-000000021807554,5058582418.0
빈 그룹,,q,,,,,,,,,,,grp-a001-02-000000021807550,5058582418.0
빈 그룹,,r,,,,,,,,,,,grp-a001-02-000000021807549,5058582418.0
빈 그룹,,s,,,,,,,,,,,grp-a001-02-000000021807551,5058582418.0
빈 그룹,,t,,,,,,,,,,,grp-a001-02-000000021807555,5058582418.0
빈 그룹,,u,,,,,,,,,,,grp-a001-02-000000022036013,5058582418.0
빈 그룹,,v,,,,,,,,,,,grp-a001-02-000000021785283,5058582418.0
빈 그룹,,w,,,,,,,,,,,grp-a001-02-000000021785266,5058582418.0
빈 그룹,,x,,,,,,,,,,,grp-a001-02-000000022036032,5058582418.0
빈 그룹,,y,,,,,,,,,,,grp-a001-02-000000021785285,5058582418.0
빈 그룹,,z,,,,,,,,,,,grp-a001-02-000000021736136,5058582418.0
빈 그룹,,za,,,,,,,,,,,grp-a001-02-000000022036028,5058582418.0
입찰가 변경인상 340>370,영업중 아크릴 돌출 LED간판 현판,x,8.0,638.0,15.0,0.0,0.0,5511.0,0.0,on,340.0,nad-a001-02-000000141199720,grp-a001-02-000000022036032,5057254533.0
양호 소재,OPEN 오픈네온사인,g,4.0,552.0,4.0,0.0,0.0,814.0,0.0,on,350.0,nad-a001-02-000000141199721,grp-a001-02-000000021807496,5057254533.0
입찰가 변경인상 340>370,OPEN 오픈 영업중 나래바네온사인 캠핑문패,w,11.6,167.0,0.0,0.0,0.0,0.0,0.0,on,340.0,nad-a001-02-000000141199728,grp-a001-02-000000021785266,5057254533.0
입찰가 변경인상 220>250,오픈 디자인문패 팻말 안내표지판 벽간판 푯말,m,5.1,108.0,0.0,0.0,0.0,0.0,0.0,on,220.0,nad-a001-02-000000141199729,grp-a001-02-000000021807481,5057254533.0
입찰가 변경인상 340>370,영업중 카페 팻말 포인트 후광글자 네온제작,e,8.7,91.0,2.0,0.0,0.0,748.0,0.0,on,340.0,nad-a001-02-000000141199734,grp-a001-02-000000021807488,5057254533.0
입찰가 변경인상 300>330,OPEN 오픈 포인트 채널 LED아크릴,v,9.0,90.0,3.0,1.0,33.33,990.0,89000.0,on,300.0,nad-a001-02-000000141199733,grp-a001-02-000000021785283,5057254533.0
양호 소재,LED 오픈사인 영업중 조명간판 아크릴채널 캠핑포인트문패 홈바네온 개업선물,원본,2.6,32.0,0.0,0.0,0.0,0.0,0.0,on,210.0,nad-a001-02-000000141199957,grp-a001-02-000000021786478,5057254533.0
입찰가 변경인상 300>330,OPEN 대문문패,t,39.6,5.0,0.0,0.0,0.0,0.0,0.0,on,300.0,nad-a001-02-000000141199724,grp-a001-02-000000021807555,5057254533.0
입찰가 변경인상 230>260,OPEN 결혼 신혼 개업 창업 선물,b,29.0,1.0,0.0,0.0,0.0,0.0,0.0,off,230.0,nad-a001-02-000000141199726,grp-a001-02-000000021854519,5057254533.0
대기 소재,영업중 오픈사인 로고사인,za,,,,,,,,on,140.0,nad-a001-02-000000141206752,grp-a001-02-000000022036028,5057254533.0
off 소재,OPEN LED아크릴간판,i,,,,,,,,on,260.0,nad-a001-02-000000141199731,grp-a001-02-000000021807511,5057254533.0
off 소재,LED 오픈사인 영업중 조명간판 아크릴채널 캠핑포인트문패 홈바네온 개업선물,z,,,,,,,,off,50.0,nad-a001-02-000000141199625,grp-a001-02-000000021736136,5057254533.0
off 소재,OPEN 오픈LED 영업중간판,y,,,,,,,,off,220.0,nad-a001-02-000000141199723,grp-a001-02-000000021785285,5057254533.0
off 소재,영업중 오픈사인 대문인테리어,u,,,,,,,,off,50.0,nad-a001-02-000000141208414,grp-a001-02-000000022036013,5057254533.0
off 소재,영업중 오픈사인 아크릴글자,s,,,,,,,,off,140.0,nad-a001-02-000000141206997,grp-a001-02-000000021807551,5057254533.0
off 소재,영업중 오픈사인 추가인테리어,r,,,,,,,,off,140.0,nad-a001-02-000000141207020,grp-a001-02-000000021807549,5057254533.0
off 소재,영업중 오픈사인 홈간판,q,,,,,,,,off,140.0,nad-a001-02-000000141206957,grp-a001-02-000000021807550,5057254533.0
off 소재,영업중 오픈사인 샵인테리어소품,p,,,,,,,,off,140.0,nad-a001-02-000000141207054,grp-a001-02-000000021807554,5057254533.0
off 소재,오픈LED 아크릴 NEONSIGN 인테리어간판,o,,,,,,,,off,220.0,nad-a001-02-000000141199719,grp-a001-02-000000021807546,5057254533.0
off 소재,영업중 오픈사인 벽면간판,n,,,,,,,,off,140.0,nad-a001-02-000000141206785,grp-a001-02-000000021807552,5057254533.0
off 소재,영업중 오픈사인 술집오픈선물,l,,,,,,,,off,140.0,nad-a001-02-000000141206831,grp-a001-02-000000021807486,5057254533.0
off 소재,영업중 오픈사인 벽꾸미기,k,,,,,,,,off,140.0,nad-a001-02-000000141206767,grp-a001-02-000000021807485,5057254533.0
off 소재,오픈선물 코로나영업재개 창문장식인테리어,j,,,,,,,,off,210.0,nad-a001-02-000000141199732,grp-a001-02-000000021807484,5057254533.0
off 소재,오픈영업중 스카시간판,h,,,,,,,,off,180.0,nad-a001-02-000000141199727,grp-a001-02-000000021807523,5057254533.0
off 소재,오픈 카페 팻말 포인트 후광 글자간판 네온제작,f,,,,,,,,off,220.0,nad-a001-02-000000141199725,grp-a001-02-000000021807497,5057254533.0
off 소재,OPEN 포인트간판,d,,,,,,,,off,230.0,nad-a001-02-000000141199722,grp-a001-02-000000021807501,5057254533.0
off 소재,영업중 오픈사인 안내판,c,,,,,,,,off,140.0,nad-a001-02-000000141206853,grp-a001-02-000000021807519,5057254533.0
off 소재,OPEN 오픈 영업중 창문간판 사이드후광LED,a,,,,,,,,off,210.0,nad-a001-02-000000141199730,grp-a001-02-000000009335164,5057254533.0
입찰가 변경인상 340>370,카페 커피 네온 루미사인 LED간판 개업선물,원본,8.6,178.0,4.0,1.0,25.0,429.0,95000.0,on,340.0,nad-a001-02-000000138272073,grp-a001-02-000000021786478,5023198084.0
신규 소재,강화도카페 삼다수500ML 아크릴간판 루미사인 어닝 간식추천,a,,,,,,,,on,190.0,,grp-a001-02-000000009335164,5023198084.0
신규 소재,콜드브루 생수500 네온조명 루미사인 인쇄소 가게오픈선물,b,,,,,,,,on,190.0,,grp-a001-02-000000021854519,5023198084.0
신규 소재,경기도가볼만한곳 컵라면 돌출간판 루미사인 아크릴간판 판촉,c,,,,,,,,on,190.0,,grp-a001-02-000000021807519,5023198084.0
신규 소재,거제도갈만한곳 과자 간판만들기 루미사인 아크릴간판 화분종류,d,,,,,,,,on,190.0,,grp-a001-02-000000021807501,5023198084.0
신규 소재,카페 커피원두 간판만들기 루미사인 돌출간판 대형토분,e,,,,,,,,on,190.0,,grp-a001-02-000000021807488,5023198084.0
신규 소재,호밀빵 맥심화이트골드 네온사인만들기 루미사인 냅킨아트 감태김,f,,,,,,,,on,190.0,,grp-a001-02-000000021807497,5023198084.0
신규 소재,경기가볼만한곳 삼다수2L 네온간판 루미사인 아크릴간판 대형토분,g,,,,,,,,on,190.0,,grp-a001-02-000000021807496,5023198084.0
신규 소재,경기가볼만한곳 부산해운대맛집 무드등 루미사인 LED 천일염,h,,,,,,,,on,190.0,,grp-a001-02-000000021807523,5023198084.0
신규 소재,경기도가볼만한곳 사무실인테리어 LED등 루미사인 스카시간판 현관코일매트,i,,,,,,,,on,190.0,,grp-a001-02-000000021807511,5023198084.0
빈 그룹,,j,,,,,,,,,,,grp-a001-02-000000021807484,5023198084.0
빈 그룹,,k,,,,,,,,,,,grp-a001-02-000000021807485,5023198084.0
빈 그룹,,l,,,,,,,,,,,grp-a001-02-000000021807486,5023198084.0
빈 그룹,,m,,,,,,,,,,,grp-a001-02-000000021807481,5023198084.0
빈 그룹,,n,,,,,,,,,,,grp-a001-02-000000021807552,5023198084.0
빈 그룹,,o,,,,,,,,,,,grp-a001-02-000000021807546,5023198084.0
빈 그룹,,p,,,,,,,,,,,grp-a001-02-000000021807554,5023198084.0
빈 그룹,,q,,,,,,,,,,,grp-a001-02-000000021807550,5023198084.0
빈 그룹,,r,,,,,,,,,,,grp-a001-02-000000021807549,5023198084.0
빈 그룹,,s,,,,,,,,,,,grp-a001-02-000000021807551,5023198084.0
빈 그룹,,t,,,,,,,,,,,grp-a001-02-000000021807555,5023198084.0
빈 그룹,,u,,,,,,,,,,,grp-a001-02-000000022036013,5023198084.0
빈 그룹,,v,,,,,,,,,,,grp-a001-02-000000021785283,5023198084.0
빈 그룹,,w,,,,,,,,,,,grp-a001-02-000000021785266,5023198084.0
빈 그룹,,x,,,,,,,,,,,grp-a001-02-000000022036032,5023198084.0
빈 그룹,,y,,,,,,,,,,,grp-a001-02-000000021785285,5023198084.0
빈 그룹,,z,,,,,,,,,,,grp-a001-02-000000021736136,5023198084.0
빈 그룹,,za,,,,,,,,,,,grp-a001-02-000000022036028,5023198084.0
입찰가 변경인상 380>410,네일샵 영업중 나래바네온사인 캠핑문패,w,6.7,731.0,3.0,0.0,0.0,946.0,0.0,on,380.0,nad-a001-02-000000138287075,grp-a001-02-000000021785266,4884956801.0
양호 소재,네일아트 디자인 팻말 안내표지 벽간판,m,2.4,234.0,5.0,0.0,0.0,1375.0,0.0,on,240.0,nad-a001-02-000000138288517,grp-a001-02-000000021807481,4884956801.0
입찰가 변경인상 320>350,네일샵 오픈네온사인,g,29.0,42.0,0.0,0.0,0.0,0.0,0.0,on,320.0,nad-a001-02-000000138288663,grp-a001-02-000000021807496,4884956801.0
입찰가 변경인상 320>350,네일샵 LED아크릴간판,i,48.3,17.0,0.0,0.0,0.0,0.0,0.0,on,320.0,nad-a001-02-000000138288593,grp-a001-02-000000021807511,4884956801.0
입찰가 변경인하 140>130,네일샵 로고사인,za,2.0,4.0,0.0,0.0,0.0,0.0,0.0,on,140.0,nad-a001-02-000000140183844,grp-a001-02-000000022036028,4884956801.0
입찰가 변경인상 230>260,네일샵 채널사인,f,44.3,4.0,0.0,0.0,0.0,0.0,0.0,on,230.0,nad-a001-02-000000138288642,grp-a001-02-000000021807497,4884956801.0
입찰가 변경인상 310>340,네일샵 포인트간판,d,35.0,1.0,0.0,0.0,0.0,0.0,0.0,on,310.0,nad-a001-02-000000138288614,grp-a001-02-000000021807501,4884956801.0
