"스토어팜 보고서(주1회)(2021.08.06.~2021.08.12.),signcody"
"캠페인유형","캠페인","광고그룹","소재","평균노출순위","노출수","클릭수","클릭률(%)","평균클릭비용(VAT포함,원)","총비용(VAT포함,원)","전환수","전환율(%)","전환매출액(원)","전환당비용(원)","광고수익률(%)"
"쇼핑검색","스토어팜","a","nad-a001-02-000000138286763","3","574","16","2.79","428","6,853","0","0","0","0","0"
"쇼핑검색","스토어팜","a","nad-a001-02-000000138286764","5.6","282","1","0.36","440","440","0","0","0","0","0"
"쇼핑검색","스토어팜","a","nad-a001-02-000000140009122","6.6","35","0","0","0","0","0","0","0","0","0"
"쇼핑검색","스토어팜","z","nad-a001-02-000000141207076","9.5","23","0","0","0","0","0","0","0","0","0"
"쇼핑검색","스토어팜","z","nad-a001-02-000000141207077","10.1","34","0","0","0","0","0","0","0","0","0"
"쇼핑검색","스토어팜","z","nad-a001-02-000000141207078","25.8","43","1","2.33","385","385","0","0","0","0","0"
"쇼핑검색","스토어팜","z","nad-a001-02-000000141207080","24.8","5","0","0","0","0","0","0","0","0","0"
"쇼핑검색","스토어팜","z","nad-a001-02-000000141207082","32.2","14","0","0","0","0","0","0","0","0","0"
"쇼핑검색","스토어팜","z","nad-a001-02-000000141207083","31.7","32","0","0","0","0","0","0","0","0","0"
"쇼핑검색","스토어팜","z","nad-a001-02-000000141207084","32.5","6","0","0","0","0","0","0","0","0","0"
"쇼핑검색","스토어팜","w","nad-a001-02-000000138287071","7.1","626","1","0.16","352","352","0","0","0","0","0"
"쇼핑검색","스토어팜","w","nad-a001-02-000000138287075","7.6","613","0","0","0","0","0","0","0","0","0"
"쇼핑검색","스토어팜","w","nad-a001-02-000000141199728","10.5","148","0","0","0","0","0","0","0","0","0"
"쇼핑검색","스토어팜","v","nad-a001-02-000000141199733","9.5","92","3","3.27","312","935","1","33.33","89,000","935","9,518.72"
"쇼핑검색","스토어팜","v","nad-a001-02-000000141207097","34.5","2","0","0","0","0","0","0","0","0","0"
"쇼핑검색","스토어팜","v","nad-a001-02-000000141207098","35.5","2","0","0","0","0","0","0","0","0","0"
"쇼핑검색","스토어팜","v","nad-a001-02-000000141207099","36.5","2","0","0","0","0","0","0","0","0","0"
"쇼핑검색","스토어팜","v","nad-a001-02-000000141207101","9","1","0","0","0","0","0","0","0","0","0"
"쇼핑검색","스토어팜","v","nad-a001-02-000000141207103","37.5","2","0","0","0","0","0","0","0","0","0"
"쇼핑검색","스토어팜","y","nad-a001-02-000000138287084","21","48","0","0","0","0","0","0","0","0","0"
"쇼핑검색","스토어팜","y","nad-a001-02-000000138287086","19.9","48","0","0","0","0","0","0","0","0","0"
"쇼핑검색","스토어팜","원본","nad-a001-02-000000138104755","4.9","77","0","0","0","0","0","0","0","0","0"
"쇼핑검색","스토어팜","원본","nad-a001-02-000000138272061","5.5","75","0","0","0","0","0","0","0","0","0"
"쇼핑검색","스토어팜","원본","nad-a001-02-000000138272062","3.3","50","1","2","385","385","0","0","0","0","0"
"쇼핑검색","스토어팜","원본","nad-a001-02-000000138272063","8.8","17","0","0","0","0","0","0","0","0","0"
"쇼핑검색","스토어팜","원본","nad-a001-02-000000138272068","3.5","85","3","3.53","128","385","0","0","0","0","0"
"쇼핑검색","스토어팜","원본","nad-a001-02-000000138272069","3.6","40","2","5","292","583","1","50","69,000","583","11,835.33"
"쇼핑검색","스토어팜","원본","nad-a001-02-000000138272070","3.2","21","0","0","0","0","0","0","0","0","0"
"쇼핑검색","스토어팜","원본","nad-a001-02-000000138272072","7.1","371","5","1.35","433","2,167","1","20","69,000","2,167","3,184.13"
"쇼핑검색","스토어팜","원본","nad-a001-02-000000138272073","8.2","153","5","3.27","235","1,177","0","0","0","0","0"
"쇼핑검색","스토어팜","원본","nad-a001-02-000000139474949","4.8","162","0","0","0","0","0","0","0","0","0"
"쇼핑검색","스토어팜","원본","nad-a001-02-000000139739578","7.4","50","1","2","231","231","0","0","0","0","0"
"쇼핑검색","스토어팜","원본","nad-a001-02-000000139996756","2.9","132","1","0.76","66","66","0","0","0","0","0"
"쇼핑검색","스토어팜","원본","nad-a001-02-000000141045852","5.1","110","1","0.91","308","308","0","0","0","0","0"
"쇼핑검색","스토어팜","원본","nad-a001-02-000000141045853","13.1","273","4","1.47","404","1,617","0","0","0","0","0"
"쇼핑검색","스토어팜","원본","nad-a001-02-000000141134081","6.6","611","1","0.17","55","55","0","0","0","0","0"
"쇼핑검색","스토어팜","원본","nad-a001-02-000000141134082","6.6","35","0","0","0","0","0","0","0","0","0"
"쇼핑검색","스토어팜","원본","nad-a001-02-000000141193813","6.1","1,293","13","1.01","371","4,818","0","0","0","0","0"
"쇼핑검색","스토어팜","원본","nad-a001-02-000000141193814","5.6","550","7","1.28","380","2,662","0","0","0","0","0"
"쇼핑검색","스토어팜","원본","nad-a001-02-000000142168267","8.5","2","0","0","0","0","0","0","0","0","0"
"쇼핑검색","스토어팜","원본","nad-a001-02-000000142168271","5.4","14","0","0","0","0","0","0","0","0","0"
"쇼핑검색","스토어팜","원본","nad-a001-02-000000142168275","14.4","45","0","0","0","0","0","0","0","0","0"
"쇼핑검색","스토어팜","원본","nad-a001-02-000000142168276","12.5","71","1","1.41","297","297","0","0","0","0","0"
"쇼핑검색","스토어팜","원본","nad-a001-02-000000143673318","16","3","0","0","0","0","0","0","0","0","0"
"쇼핑검색","스토어팜","원본","nad-a001-02-000000143806799","1.3","104","0","0","0","0","0","0","0","0","0"
"쇼핑검색","스토어팜","원본","nad-a001-02-000000144208081","21.5","2","0","0","0","0","0","0","0","0","0"
"쇼핑검색","스토어팜","원본","nad-a001-02-000000144208082","20.8","17","0","0","0","0","0","0","0","0","0"
"쇼핑검색","스토어팜","원본","nad-a001-02-000000144208083","4.8","13","0","0","0","0","0","0","0","0","0"
"쇼핑검색","스토어팜","원본","nad-a001-02-000000144208085","18.3","30","0","0","0","0","0","0","0","0","0"
"쇼핑검색","스토어팜","원본","nad-a001-02-000000144208086","14.4","14","0","0","0","0","0","0","0","0","0"
"쇼핑검색","스토어팜","원본","nad-a001-02-000000144208088","3","4","0","0","0","0","0","0","0","0","0"
"쇼핑검색","스토어팜","원본","nad-a001-02-000000144208090","14.4","16","0","0","0","0","0","0","0","0","0"
"쇼핑검색","스토어팜","원본","nad-a001-02-000000144208091","10.3","35","0","0","0","0","0","0","0","0","0"
"쇼핑검색","스토어팜","원본","nad-a001-02-000000144208092(삭제)","3","9","0","0","0","0","0","0","0","0","0"
"쇼핑검색","스토어팜","원본","nad-a001-02-000000144208096","70","1","0","0","0","0","0","0","0","0","0"
"쇼핑검색","스토어팜","원본","nad-a001-02-000000144208097","12.8","92","0","0","0","0","0","0","0","0","0"
"쇼핑검색","스토어팜","원본","nad-a001-02-000000144208099","15","12","0","0","0","0","0","0","0","0","0"
"쇼핑검색","스토어팜","원본","nad-a001-02-000000144208100(삭제)","3.8","10","0","0","0","0","0","0","0","0","0"
"쇼핑검색","스토어팜","원본","nad-a001-02-000000144208101","16.7","3","0","0","0","0","0","0","0","0","0"
"쇼핑검색","스토어팜","원본","nad-a001-02-000000144208102(삭제)","5","2","0","0","0","0","0","0","0","0","0"
"쇼핑검색","스토어팜","원본","nad-a001-02-000000144208104","38.6","5","1","20","55","55","0","0","0","0","0"
"쇼핑검색","스토어팜","원본","nad-a001-02-000000144208105","4.7","32","1","3.13","55","55","0","0","0","0","0"
"쇼핑검색","스토어팜","원본","nad-a001-02-000000144208106","17.7","3","0","0","0","0","0","0","0","0","0"
"쇼핑검색","스토어팜","원본","nad-a001-02-000000144208107","15.7","3","0","0","0","0","0","0","0","0","0"
"쇼핑검색","스토어팜","원본","nad-a001-02-000000144208108","13.5","6","0","0","0","0","0","0","0","0","0"
"쇼핑검색","스토어팜","원본","nad-a001-02-000000144208110(삭제)","4.2","30","0","0","0","0","0","0","0","0","0"
"쇼핑검색","스토어팜","원본","nad-a001-02-000000144208111","2","4","0","0","0","0","0","0","0","0","0"
"쇼핑검색","스토어팜","원본","nad-a001-02-000000144208112(삭제)","1","5","0","0","0","0","0","0","0","0","0"
"쇼핑검색","스토어팜","원본","nad-a001-02-000000144208117","6","1","0","0","0","0","0","0","0","0","0"
"쇼핑검색","스토어팜","원본","nad-a001-02-000000144208118","15.6","43","0","0","0","0","0","0","0","0","0"
"쇼핑검색","스토어팜","원본","nad-a001-02-000000144208122","6.7","147","1","0.69","55","55","0","0","0","0","0"
"쇼핑검색","스토어팜","원본","nad-a001-02-000000144208124","5.5","242","1","0.42","176","176","0","0","0","0","0"
"쇼핑검색","스토어팜","원본","nad-a001-02-000000145968670","25.3","4","0","0","0","0","0","0","0","0","0"
"쇼핑검색","스토어팜","원본","nad-a001-02-000000145968674","3","3","0","0","0","0","0","0","0","0","0"
"쇼핑검색","스토어팜","원본","nad-a001-02-000000145968677","3.1","7","0","0","0","0","0","0","0","0","0"
"쇼핑검색","스토어팜","원본","nad-a001-02-000000145968678","20","1","0","0","0","0","0","0","0","0","0"
"쇼핑검색","스토어팜","원본","nad-a001-02-000000145968679","4","1","0","0","0","0","0","0","0","0","0"
"쇼핑검색","스토어팜","원본","nad-a001-02-000000145968680","5","1","0","0","0","0","0","0","0","0","0"
"쇼핑검색","스토어팜","원본","nad-a001-02-000000145968683","4.5","2","0","0","0","0","0","0","0","0","0"
"쇼핑검색","스토어팜","원본","nad-a001-02-000000145968685","22","1","0","0","0","0","0","0","0","0","0"
"쇼핑검색","스토어팜","m","nad-a001-02-000000138288504","4.9","170","1","0.59","396","396","0","0","0","0","0"
"쇼핑검색","스토어팜","m","nad-a001-02-000000138288505","8.8","31","1","3.23","154","154","0","0","0","0","0"
"쇼핑검색","스토어팜","m","nad-a001-02-000000138288506","4","89","0","0","0","0","0","0","0","0","0"
"쇼핑검색","스토어팜","m","nad-a001-02-000000138288508","10","71","0","0","0","0","0","0","0","0","0"
"쇼핑검색","스토어팜","m","nad-a001-02-000000138288510","6","193","7","3.63","391","2,739","0","0","0","0","0"
"쇼핑검색","스토어팜","m","nad-a001-02-000000138288512","4.1","107","0","0","0","0","0","0","0","0","0"
"쇼핑검색","스토어팜","m","nad-a001-02-000000138288515","8","655","5","0.77","301","1,507","0","0","0","0","0"
"쇼핑검색","스토어팜","m","nad-a001-02-000000138288517","2.3","213","6","2.82","237","1,419","0","0","0","0","0"
"쇼핑검색","스토어팜","m","nad-a001-02-000000138288518","8.3","45","1","2.23","55","55","0","0","0","0","0"
"쇼핑검색","스토어팜","m","nad-a001-02-000000141199729","4.2","95","1","1.06","264","264","0","0","0","0","0"
"쇼핑검색","스토어팜","m","nad-a001-02-000000141206978","18.6","152","1","0.66","319","319","0","0","0","0","0"
"쇼핑검색","스토어팜","m","nad-a001-02-000000141206979","4.6","8","0","0","0","0","0","0","0","0","0"
"쇼핑검색","스토어팜","m","nad-a001-02-000000141206984","4.7","145","5","3.45","271","1,353","0","0","0","0","0"
"쇼핑검색","스토어팜","j","nad-a001-02-000000138288697","18","9","0","0","0","0","0","0","0","0","0"
"쇼핑검색","스토어팜","j","nad-a001-02-000000138288698","14.1","102","1","0.99","363","363","0","0","0","0","0"
"쇼핑검색","스토어팜","j","nad-a001-02-000000138288699","14.6","9","0","0","0","0","0","0","0","0","0"
"쇼핑검색","스토어팜","j","nad-a001-02-000000138288705","15.9","9","0","0","0","0","0","0","0","0","0"
"쇼핑검색","스토어팜","j","nad-a001-02-000000138288760","14.3","88","2","2.28","347","693","1","50","15,000","693","2,164.5"
"쇼핑검색","스토어팜","j","nad-a001-02-000000138288761","8.3","282","0","0","0","0","0","0","0","0","0"
"쇼핑검색","스토어팜","j","nad-a001-02-000000141207085","47","2","0","0","0","0","0","0","0","0","0"
"쇼핑검색","스토어팜","j","nad-a001-02-000000141207086","48","2","0","0","0","0","0","0","0","0","0"
"쇼핑검색","스토어팜","j","nad-a001-02-000000141207087","33","2","0","0","0","0","0","0","0","0","0"
"쇼핑검색","스토어팜","j","nad-a001-02-000000141207091","57","2","0","0","0","0","0","0","0","0","0"
"쇼핑검색","스토어팜","j","nad-a001-02-000000141207092","12","1","0","0","0","0","0","0","0","0","0"
"쇼핑검색","스토어팜","j","nad-a001-02-000000141207094","42","2","0","0","0","0","0","0","0","0","0"
"쇼핑검색","스토어팜","k","nad-a001-02-000000138288757","8.6","144","1","0.7","396","396","0","0","0","0","0"
"쇼핑검색","스토어팜","k","nad-a001-02-000000138288758","11.9","137","2","1.46","396","792","0","0","0","0","0"
"쇼핑검색","스토어팜","k","nad-a001-02-000000140009742","7.7","163","0","0","0","0","0","0","0","0","0"
"쇼핑검색","스토어팜","k","nad-a001-02-000000140009743","8","198","0","0","0","0","0","0","0","0","0"
"쇼핑검색","스토어팜","k","nad-a001-02-000000140009744","7.4","263","2","0.77","396","792","0","0","0","0","0"
"쇼핑검색","스토어팜","k","nad-a001-02-000000140009745","7.3","201","1","0.5","396","396","0","0","0","0","0"
