"스토어팜 보고서(주1회)(2021.08.03.~2021.08.09.),signcody"
"캠페인유형","캠페인","광고그룹","소재","평균노출순위","노출수","클릭수","클릭률(%)","평균클릭비용(VAT포함,원)","총비용(VAT포함,원)","전환수","전환율(%)","전환매출액(원)","전환당비용(원)","광고수익률(%)"
"쇼핑검색","스토어팜","a","nad-a001-02-000000138286763","3.1","518","16","3.09","420","6,721","0","0","0","0","0"
"쇼핑검색","스토어팜","a","nad-a001-02-000000138286764","5.4","238","1","0.43","429","429","0","0","0","0","0"
"쇼핑검색","스토어팜","a","nad-a001-02-000000140009122","9.6","17","0","0","0","0","0","0","0","0","0"
"쇼핑검색","스토어팜","a","nad-a001-02-000000141199730","3","1","0","0","0","0","0","0","0","0","0"
"쇼핑검색","스토어팜","z","nad-a001-02-000000141207076","9.9","15","0","0","0","0","0","0","0","0","0"
"쇼핑검색","스토어팜","z","nad-a001-02-000000141207077","9.2","32","0","0","0","0","0","0","0","0","0"
"쇼핑검색","스토어팜","z","nad-a001-02-000000141207078","23.1","41","0","0","0","0","0","0","0","0","0"
"쇼핑검색","스토어팜","z","nad-a001-02-000000141207080","23.7","3","0","0","0","0","0","0","0","0","0"
"쇼핑검색","스토어팜","z","nad-a001-02-000000141207082","19.2","10","0","0","0","0","0","0","0","0","0"
"쇼핑검색","스토어팜","z","nad-a001-02-000000141207083","29.2","28","0","0","0","0","0","0","0","0","0"
"쇼핑검색","스토어팜","z","nad-a001-02-000000141207084","26.3","3","0","0","0","0","0","0","0","0","0"
"쇼핑검색","스토어팜","w","nad-a001-02-000000138287071","5.9","850","1","0.12","396","396","0","0","0","0","0"
"쇼핑검색","스토어팜","w","nad-a001-02-000000138287075","6.7","774","1","0.13","462","462","0","0","0","0","0"
"쇼핑검색","스토어팜","w","nad-a001-02-000000141199728","9.5","148","1","0.68","429","429","0","0","0","0","0"
"쇼핑검색","스토어팜","v","nad-a001-02-000000141199733","8.4","125","3","2.4","326","979","0","0","0","0","0"
"쇼핑검색","스토어팜","v","nad-a001-02-000000141207097","33.5","2","0","0","0","0","0","0","0","0","0"
"쇼핑검색","스토어팜","v","nad-a001-02-000000141207098","32","2","0","0","0","0","0","0","0","0","0"
"쇼핑검색","스토어팜","v","nad-a001-02-000000141207099","33","2","0","0","0","0","0","0","0","0","0"
"쇼핑검색","스토어팜","v","nad-a001-02-000000141207103","34","2","0","0","0","0","0","0","0","0","0"
"쇼핑검색","스토어팜","y","nad-a001-02-000000138287084","15.5","73","0","0","0","0","0","0","0","0","0"
"쇼핑검색","스토어팜","y","nad-a001-02-000000138287086","17.3","62","0","0","0","0","0","0","0","0","0"
"쇼핑검색","스토어팜","원본","nad-a001-02-000000138104755","4.7","60","0","0","0","0","0","0","0","0","0"
"쇼핑검색","스토어팜","원본","nad-a001-02-000000138272061","4.5","42","0","0","0","0","0","0","0","0","0"
"쇼핑검색","스토어팜","원본","nad-a001-02-000000138272062","3","33","1","3.04","385","385","0","0","0","0","0"
"쇼핑검색","스토어팜","원본","nad-a001-02-000000138272063","8.2","9","0","0","0","0","0","0","0","0","0"
"쇼핑검색","스토어팜","원본","nad-a001-02-000000138272068","4.4","69","3","4.35","128","385","0","0","0","0","0"
"쇼핑검색","스토어팜","원본","nad-a001-02-000000138272069","4.1","29","1","3.45","264","264","0","0","0","0","0"
"쇼핑검색","스토어팜","원본","nad-a001-02-000000138272070","4.4","25","0","0","0","0","0","0","0","0","0"
"쇼핑검색","스토어팜","원본","nad-a001-02-000000138272072","6.1","356","3","0.85","436","1,309","0","0","0","0","0"
"쇼핑검색","스토어팜","원본","nad-a001-02-000000138272073","8.7","99","4","4.05","228","913","0","0","0","0","0"
"쇼핑검색","스토어팜","원본","nad-a001-02-000000139474949","5.2","140","1","0.72","407","407","0","0","0","0","0"
"쇼핑검색","스토어팜","원본","nad-a001-02-000000139739578","7","40","1","2.5","231","231","0","0","0","0","0"
"쇼핑검색","스토어팜","원본","nad-a001-02-000000139996756","2.9","148","0","0","0","0","0","0","0","0","0"
"쇼핑검색","스토어팜","원본","nad-a001-02-000000141045852","4.9","98","0","0","0","0","0","0","0","0","0"
"쇼핑검색","스토어팜","원본","nad-a001-02-000000141045853","13.8","225","0","0","0","0","0","0","0","0","0"
"쇼핑검색","스토어팜","원본","nad-a001-02-000000141134081","5.9","526","2","0.39","55","110","0","0","0","0","0"
"쇼핑검색","스토어팜","원본","nad-a001-02-000000141134082","6.7","45","0","0","0","0","0","0","0","0","0"
"쇼핑검색","스토어팜","원본","nad-a001-02-000000141193813","6","1,148","10","0.88","408","4,081","1","10","91,400","4,081","2,239.65"
"쇼핑검색","스토어팜","원본","nad-a001-02-000000141193814","5.5","544","6","1.11","339","2,035","0","0","0","0","0"
"쇼핑검색","스토어팜","원본","nad-a001-02-000000142168267","7","5","0","0","0","0","0","0","0","0","0"
"쇼핑검색","스토어팜","원본","nad-a001-02-000000142168271","3.1","15","0","0","0","0","0","0","0","0","0"
