광고그룹 ID,상품 ID,소재 입찰가,노출상품명
grp-a001-02-000000021807496,5236037509.0,190.0,테이크아웃간판 경기가볼만한곳 미니간판
grp-a001-02-000000021807523,5236037509.0,190.0,알파벳스티커 강화가볼만한곳 도로표지판
grp-a001-02-000000021807511,5236037509.0,190.0,벽메뉴판 경기가볼만한곳 프리랜서
grp-a001-02-000000009335164,5058582418.0,190.0,LED컨버터 레터링스티커 푯말 갈바 화분배달
grp-a001-02-000000021854519,5058582418.0,190.0,LED간접조명 레터링스티커 CLOSED 안내판 나무화분
grp-a001-02-000000021807519,5058582418.0,190.0,LED주방등 레터링스티커 OPEN 야외조명 고무나무
grp-a001-02-000000021807501,5058582418.0,190.0,LED전등 레터링스티커 OPEN 우드락폼보드 대형토분
grp-a001-02-000000021807488,5058582418.0,190.0,LED주방등 돌출간판 푯말 경찰조끼 화분
grp-a001-02-000000021807497,5058582418.0,190.0,전기수리 돌출간판 CLOSED K2조끼 발매트
grp-a001-02-000000021807496,5058582418.0,190.0,아크릴간판 레터링스티커 CLOSED 로고디자인 나무화분
grp-a001-02-000000021807523,5058582418.0,190.0,LED전광판 에어간판 푯말 갈바 도자기화분
grp-a001-02-000000021807511,5058582418.0,190.0,LED전등교체 에어간판 OPEN 사인 천일염
grp-a001-02-000000009335164,5023198084.0,190.0,강화도카페 삼다수500ML 아크릴간판 루미사인 어닝 간식추천
grp-a001-02-000000021854519,5023198084.0,190.0,콜드브루 생수500 네온조명 루미사인 인쇄소 가게오픈선물
grp-a001-02-000000021807519,5023198084.0,190.0,경기도가볼만한곳 컵라면 돌출간판 루미사인 아크릴간판 판촉
grp-a001-02-000000021807501,5023198084.0,190.0,거제도갈만한곳 과자 간판만들기 루미사인 아크릴간판 화분종류
grp-a001-02-000000021807488,5023198084.0,190.0,카페 커피원두 간판만들기 루미사인 돌출간판 대형토분
grp-a001-02-000000021807497,5023198084.0,190.0,호밀빵 맥심화이트골드 네온사인만들기 루미사인 냅킨아트 감태김
grp-a001-02-000000021807496,5023198084.0,190.0,경기가볼만한곳 삼다수2L 네온간판 루미사인 아크릴간판 대형토분
grp-a001-02-000000021807523,5023198084.0,190.0,경기가볼만한곳 부산해운대맛집 무드등 루미사인 LED 천일염
grp-a001-02-000000021807511,5023198084.0,190.0,경기도가볼만한곳 사무실인테리어 LED등 루미사인 스카시간판 현관코일매트
grp-a001-02-000000009335164,4397033097.0,190.0,행거 모듈수납장 비닐봉지 매장입구간판
grp-a001-02-000000021854519,4397033097.0,190.0,아우디A6 폼보드 무료로고만들기 매장입구간판
grp-a001-02-000000021807519,4397033097.0,190.0,아우디Q3 모듈수납장 입간판 매장입구간판
grp-a001-02-000000021807501,4397033097.0,190.0,행거 어닝 포장봉투 매장입구간판
grp-a001-02-000000021807488,4397033097.0,190.0,아우디A7 우드락폼보드 POP스탠드 매장입구간판
grp-a001-02-000000021807497,4397033097.0,190.0,아우디A6 블랙보드 블랙보드 매장입구간판
grp-a001-02-000000021807496,4397033097.0,190.0,행거 카페간판 아크릴메뉴판 매장입구간판
grp-a001-02-000000021807523,4397033097.0,190.0,아우디Q5 주차금지표지판 플라스틱판 매장입구간판
grp-a001-02-000000021807511,4397033097.0,190.0,문구 모듈가구만들기 무료로고 매장입구간판
grp-a001-02-000000009335164,4396782783.0,190.0,A3 카페입간판 비닐쇼핑백 매장입구간판
grp-a001-02-000000021854519,4396782783.0,190.0,A3 간판업체 입간판 매장입구간판
grp-a001-02-000000021807519,4396782783.0,190.0,A3 안내판 무료로고 매장입구간판
grp-a001-02-000000021807501,4396782783.0,190.0,A3 아크릴제작 가격표 매장입구간판
grp-a001-02-000000021807488,4396782783.0,190.0,아우디A6 LED간판 차량랩핑 매장입구간판
grp-a001-02-000000021807497,4396782783.0,190.0,아우디A6 도로표지판 아크릴메뉴판 매장입구간판
grp-a001-02-000000021807496,4396782783.0,190.0,아우디A7 아크릴간판 POP스탠드 매장입구간판
grp-a001-02-000000021807523,4396782783.0,190.0,제네시스G80 주차금지표지판 입간판 매장입구간판
grp-a001-02-000000021807511,4396782783.0,190.0,아우디A6 안내판 플라스틱판 매장입구간판
grp-a001-02-000000009335164,606793583.0,190.0,아크릴케이스 문서파쇄기 절단용 캇타 다용도 커터
grp-a001-02-000000021854519,606793583.0,190.0,사무실칸막이 재단칼 절단용 테이프커터기 다용도 커터
grp-a001-02-000000021807519,606793583.0,190.0,간판제작 문서파쇄기 절단용 테이프커터기 다용도 커터
grp-a001-02-000000021807501,606793583.0,190.0,네온사인주문제작 가죽 절단용 캇타 다용도 커터
grp-a001-02-000000021807488,606793583.0,190.0,네온사인 가죽 절단용 캇타 다용도 커터
grp-a001-02-000000021807497,606793583.0,190.0,네온사인 가죽 절단용 캇타 다용도 커터
grp-a001-02-000000021807496,606793583.0,190.0,캡슐보관함 가죽 절단용 테이프커터기 다용도 커터
grp-a001-02-000000021807523,606793583.0,190.0,A2액자 문서파쇄기 절단용 테이프커터기 다용도 커터
grp-a001-02-000000021807511,606793583.0,190.0,화장품정리함 문서파쇄기 절단용 캇타 다용도 커터
grp-a001-02-000000009335164,451546841.0,190.0,보영고급홍금헤라 자동차썬팅가격 주방시트지 랩핑 사무실슬리퍼
grp-a001-02-000000021854519,451546841.0,190.0,보영고급홍금헤라 열차단썬팅 현관문시트지 자동차래핑 티크린
grp-a001-02-000000021807519,451546841.0,190.0,보영고급홍금헤라 레이노썬팅가격 인쇄출력 카본시트지 여자슬리퍼
grp-a001-02-000000021807501,451546841.0,190.0,보영고급홍금헤라 썬팅반사필름 인쇄출력 자동차랩핑비용 대걸레
grp-a001-02-000000021807488,451546841.0,190.0,보영고급홍금헤라 벽지곰팡이제거제 싱크대시트지 오토바이랩핑 밀대걸레
grp-a001-02-000000021807497,451546841.0,190.0,보영고급홍금헤라 버텍스900 웨인스코팅 자동차스티커 침구청소기
grp-a001-02-000000021807496,451546841.0,190.0,보영고급홍금헤라 열차단필름 가구시트지 차도색 청소밀대
grp-a001-02-000000021807523,451546841.0,190.0,보영고급홍금헤라 썬팅 창문암막시트지 자동차스티커 대걸레
grp-a001-02-000000021807511,451546841.0,190.0,보영고급홍금헤라 자동차썬팅추천 포장지 차량스티커 사무실슬리퍼
